"style-scope src","yt-simple-endpoint href","style-scope","Account name","yt-simple-endpoint href 2","yt-core-attributed-string","style-scope 2"
"https://yt3.ggpht.com/ytc/AIdro_nZAu6CNvgm-JpBK4Fvb4J43W9ahyyxv8UD5UBhmyUbeRMORs1BrrOoUhSF1HHip9sZUg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@d4nt3_023","@d4nt3_023","5 years ago (edited)","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgzumJ7nIqKylpupDfN4AaABAg","The supplements he listed do build muscle. Idk why Janine is having a fit","426"
"https://yt3.ggpht.com/ytc/AIdro_m8XKHqSWkWTWqWfEqmk_VKzILNNjD_Lzb82OiQOJGQrEQgbhrNF_TgQFrd7LuMlqJAqQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@SachaKDrums","@SachaKDrums","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgxEEIeaQMztFwS6jPB4AaABAg","“Certainly the French live a lot longer because of their dark chocolate.”
2 seconds later:
“You cannot make health claims. Full stop. Like...STOP IT”","821"
"https://yt3.ggpht.com/ytc/AIdro_m1Mazh_GEwD6g14FQHsGUbiwX9nYfQD4mzoNMcJF2MwBA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@aitechieee","@aitechieee","5 years ago (edited)","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=Ugw3ISKhzrrpK8r-hh54AaABAg","""I'm a dark chocolate eater. I'd really like to make a Deal.""
""Do you want one more piece of chocolate to make your decision?""
""I'm out.""","214"
"https://yt3.ggpht.com/7NQAuNTHURbmge3HeLy2h8YyNsmNkmUhx9IB8kHdl2MrxjiYhXKuNF4MdMLgzw_CRl9axgwsfA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@spandytube","@spandytube","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgwZODMWYsupJ_OeqYx4AaABAg","""I'd like to make you boys an offer...
and for that reason, I'm out.""","157"
"https://yt3.ggpht.com/ytc/AIdro_lch33cTtSG_IV7qYWEn4l93OeeBE4fu9xB08Zo7pHGqQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@daadwarland5832","@daadwarland5832","4 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgzFlIIn39T4auacOiZ4AaABAg","“Designed to” not “guaranteed”. As a law student, I think I might DARE to make that claim and take my chances. 
Maybe it’s not for the sharks, but it’s great in of itself. They know what they are doing. No flaws at all","232"
"https://yt3.ggpht.com/ytc/AIdro_mU3CYCj1v_McDon7rgNy3qe00zq9f2CDEwvAz8pfQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@bobsmith9271","@bobsmith9271","4 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgwW6dJF3qTyCVz4ru54AaABAg","Janine: ""How can you possibly run 2 different companies?""

Also Janine: Runs 5 different companies.","50"
"https://yt3.ggpht.com/HPV-ZeRZKlvXLoK4dKYOFmQGH5VpQ9mSBpQrF8hicu9XnmM74Q2EB1PkfMPntH_xSg2FR_BSaw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Isamolina2473","@Isamolina2473","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=Ugxz2S4bHH9mU4ghllx4AaABAg","she's trashing them yet she still eating the chocolate","212"
"https://yt3.ggpht.com/ytc/AIdro_nl5jX5jyAE2SF6Ee7CpVGfjfAe2760WJLYWYyQwVw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@lyzandersohkhlet2542","@lyzandersohkhlet2542","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgxpQau4qiovW-4s6ZZ4AaABAg","""Law student breaks the law"",this would make good headlines(im tired of COVID news)","397"
"https://yt3.ggpht.com/ytc/AIdro_n1AY4HDZNmo7XtXqxkG7DpLuARqpSFmN1i0Iyh0pAZIQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@deshanmk6","@deshanmk6","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgwdsP26dhTob3_fNGt4AaABAg","That guy has a really long neck lol","345"
"https://yt3.ggpht.com/ytc/AIdro_lxjTZzoDOjxSy_muZKvqUbePG53q4TzwioGN7lhhs=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@immusic100","@immusic100","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgwGdHZj8js5WXU0p1x4AaABAg","They act like they didnt take risks to become billionaires lol.","122"
