Season,Commentor page,Account Name,Time commented,Episode,Comment,Likes,yt-core-attributed-string 2,yt-core-attributed-string 3
3.0,https://www.youtube.com/@mysticalbeing8943,@mysticalbeing8943,2 years ago (edited),https://www.youtube.com/watch?v=nf4zNLxJZnY&lc=UgwqGG2DZaWy7LyuWg54AaABAg,good idea in 2002 maybe,,,
3.0,https://www.youtube.com/@tyrus1686,@tyrus1686,1 year ago,https://www.youtube.com/watch?v=nf4zNLxJZnY&lc=UgwVbGiGspX3Ne8L1aN4AaABAg,lol this business got killed by an iphone right away,,,
3.0,https://www.youtube.com/@RugoGaming,@RugoGaming,1 year ago,https://www.youtube.com/watch?v=nf4zNLxJZnY&lc=UgxXJPJqlJ2fxFnllqt4AaABAg&pp=0gcJCSIANpG00pGi,3 letters: G. P. S.,,,
3.0,https://www.youtube.com/@MrWindermere123,@MrWindermere123,4 years ago,https://www.youtube.com/watch?v=nf4zNLxJZnY&lc=UgwhFYm-m5DhtNbHH8N4AaABAg,"Other comment: do people still use the London A to Z book of street maps?  I don't have a smartphone, so I would buy that if it's still on sale before going to London.",,,
3.0,https://www.youtube.com/@Gamer-xb1eo,@Gamer-xb1eo,2 months ago,https://www.youtube.com/watch?v=nf4zNLxJZnY&lc=UgznUTBPHwUu4LseYmB4AaABAg&pp=0gcJCSIANpG00pGi,What about google map?,,,
3.0,https://www.youtube.com/@DUKWEBTECH,@DUKWEBTECH,4 years ago,https://www.youtube.com/watch?v=nf4zNLxJZnY&lc=UgxGD-qdab1EvWdpLWd4AaABAg,Too little to late,,,
4.0,Pinned by @DragonsDenGlobal,https://www.youtube.com/@DragonsDenGlobal,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyN4MImrJ2LL2brUGl4AaABAg,Subscribe so you don't miss out on the newest clips from Dragons’ Den!,37,,
4.0,@simonh6371,https://www.youtube.com/@simonh6371,2 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwlP1fZsVtXcyEpVuN4AaABAg,"The fact is the more bolts you put on a door, the more likely a burglar is to come through the window''  Duncan is so right.  I avoid this problem by not having a door in the first place so any burglar can easily get in this way, saves me dealing with broken windows.",524,,
4.0,@Morellen,https://www.youtube.com/@Morellen,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugwu46NxVI2IEWhhMkx4AaABAg,"Richard was genuinely the best dragon to have been on this show. Always polite and even offered the guy some absolutely solid advice before declaring himself out and didn't trash all over the entrepreneur and his, admittedly, shoddy pitch.",2K,,
4.0,@andersonaldo1340,https://www.youtube.com/@andersonaldo1340,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugy6Q-BmO9Z3pLmnnK94AaABAg,Richards joke about him not being able to get his locks back because the thief had the lock on his door was genuinely funny,917,,
4.0,@reimart,https://www.youtube.com/@reimart,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzIhgoZsD2FYIvppHx4AaABAg,Richard Farleigh just exudes pure class. I've never seen the guy belittling and mocking another entrepreneur coming to the den for an investment. He always shares a bit of advice and wishes them well on their way if he decides not to invest. The guy is in a league of his own in the way he carries himself in the den as opposed to the rest of them. Extremely knowledgeable yet humble.,748,,
4.0,@Powney888,https://www.youtube.com/@Powney888,4 years ago (edited),https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxO5rPUF225zwS7RYd4AaABAg,The moment you hear the narrator say “Duncan Bannatyne has heard enough” you know what’s coming.,485,,
4.0,@Alec_Reaper,https://www.youtube.com/@Alec_Reaper,4 years ago (edited),https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzqkD3TuU0jWpHW01Z4AaABAg,He wasn't expecting the sheer power and strength of Peter Jones. The only man to destroy the A frame principle,504,,
4.0,@stankj011,https://www.youtube.com/@stankj011,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyODwBuvu7gVb00hM54AaABAg,"""He couldn't get in"" is probably the best joke on any episode",101,,
4.0,@ItsEllaBella,https://www.youtube.com/@ItsEllaBella,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyORbibRP1mTZqpUO54AaABAg,"""So it keeps out people with my key? "" 

Lockpicking Lawyer:",363,,
4.0,@hmq9052,https://www.youtube.com/@hmq9052,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyCL_UD7uLh3DAhNLN4AaABAg,"Duncan wrote down ""big nasty burglar"" on his pad",309,,
4.0,@MADMAX7330,https://www.youtube.com/@MADMAX7330,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzdE2QNku53mUtUvcJ4AaABAg,Says the current lock is as weak as the screws into the frame.. Goes ahead and reinvents a more complex lock that also screws into the frame.,310,,
4.0,@MrMakeDo,https://www.youtube.com/@MrMakeDo,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyxFZEt1c5cvQtZuEx4AaABAg,Peter; kicks in demonstration door to prove nothing. “… I’m out”,225,,
4.0,@benbooth2783,https://www.youtube.com/@benbooth2783,4 years ago (edited),https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyuTpKeTw5nie7btrF4AaABAg&pp=0gcJCSIANpG00pGi,"""Based on the a-frame principle, one of the strongest known to man""

Not when it's side ways ️",280,,
4.0,@IreZico,https://www.youtube.com/@IreZico,3 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzTLmJ5aONgskGkCHR4AaABAg&pp=0gcJCSIANpG00pGi,Richard and Duncan joking and laughing about he couldn’t get in lmao,52,,
4.0,@UnstableRebel,https://www.youtube.com/@UnstableRebel,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugxb_NVziI_KagFJmsR4AaABAg,"""He couldn't get in""
- Richard Farleigh the best Dragon of all time",234,,
4.0,@redaragorns,https://www.youtube.com/@redaragorns,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwNK9_QL6wMcZ898VB4AaABAg,"This is completely useless for Jenny, isn't it? She doesn't want to be in.",317,,
4.0,@carpii,https://www.youtube.com/@carpii,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugx3JG7b08-YV05G_X14AaABAg&pp=0gcJCSIANpG00pGi,"His door might be from the 1990's, but his hair is from a 1970's centre forward",112,,
4.0,@thejuiceweasel,https://www.youtube.com/@thejuiceweasel,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyIPGgCqRYVaUk_U-F4AaABAg,"""the burglar who has a key to your front door""

pretty sure he just wants a way to keep his wife out.",108,,
4.0,@BlindDweller,https://www.youtube.com/@BlindDweller,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwrZ8hk6NI_RMKgfaV4AaABAg,How Peter Jones knocks on your door when his annual equity earnings for your business drops by 0.01%,22,,
4.0,@akyhne,https://www.youtube.com/@akyhne,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugx0dQIRyIiFxYQEl0h4AaABAg,"The ""A""-frame is strong from top down compression, not from the side lol.",255,,
4.0,@jerryorange6983,https://www.youtube.com/@jerryorange6983,1 year ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwA4ixkEHOTQC7VzDh4AaABAg,Like my father invested in a great iron gate and a lock and  the burglers destroyed the  fence next to it to get in :),4,,
4.0,@texyrexy,https://www.youtube.com/@texyrexy,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgztnNZC877JgwWIoHN4AaABAg,Peter 'I will smash your property without asking' Jones.,212,,
4.0,@antzooma,https://www.youtube.com/@antzooma,7 months ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugy5rwXNq2VIPfNVi-N4AaABAg,felt a bit like Peter Jones destroying some kid's science project,7,,
4.0,@dazediss6629,https://www.youtube.com/@dazediss6629,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugyl0B7lkQ2HDAjtcnF4AaABAg,You can clearly see that whilst Peter is punching the little door he’s clearly wishing it was the guys face,119,,
4.0,@donthelpmethx,https://www.youtube.com/@donthelpmethx,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwFDdVFlIqvitCOz2h4AaABAg,I lowkey think Peter Jones was just letting some anger out and used testing the door as an excuse,95,,
4.0,@dilwich,https://www.youtube.com/@dilwich,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzXy5-Qt18cbsK_RYN4AaABAg,He should stick to singing for E.L.O and stop messing around with door locks.,60,,
4.0,@3coldcapricorn227,https://www.youtube.com/@3coldcapricorn227,3 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgytY9r8yrahV6KQi5h4AaABAg,“He couldn’t get in” could be the best one liner this show has ever produced,27,,
4.0,@vajrayana4504,https://www.youtube.com/@vajrayana4504,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxXQ9MnbdXUGBV9ZdB4AaABAg,"Love the talk with the host at the end:
-""Well done anyway""
-""Ok.""",142,,
4.0,@Tekapeel,https://www.youtube.com/@Tekapeel,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwiejnW1I7ASMpkknV4AaABAg,"""Bolts and chains are fine, but they're only as strong as these two screws. Step lock doesn't have this problem"" 

""Of course it's broken it's only secured by one screw""

nice",498,,
4.0,@youtubevanced4900,https://www.youtube.com/@youtubevanced4900,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyckKLutRJzYK_oHXd4AaABAg,"He missed his mark here badly. 
Every hotel I've ever been too has a chain or alternative method of locking the door from the inside so the occupant isn't solely relying on the key or swipe card as they could easily be in circulation.
That's what he should of been pushing. This actually looks a lot better than the usual garbage on the hotel doors.",173,,
4.0,@fartmiester,https://www.youtube.com/@fartmiester,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxsodTUUGqeq3owXhd4AaABAg,"Peter Jones breaks your door down

Ian “WHAT ARE YOU DOING STEP LOCK”",28,,
4.0,@jeschinstad,https://www.youtube.com/@jeschinstad,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxP3zAk123LrIUwOFh4AaABAg,I really like Richard Farleigh. He seems like a good guy and I like his humor.,104,,
4.0,@coolz123123,https://www.youtube.com/@coolz123123,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugwo1O3b8gzfVKN9a5N4AaABAg,"I think if he pitched it by saying ""This is to prevent the kids, parents etc from coming in a room"" and because of how simple it is to use it, I think it would have worked way better",88,,
4.0,@joeroberts2360,https://www.youtube.com/@joeroberts2360,4 years ago (edited),https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugy8cF45YMC7UV8xkrJ4AaABAg,Peter Jones:  ‘Mate your doors fucked.’,30,,
4.0,@JL-gf3yc,https://www.youtube.com/@JL-gf3yc,5 days ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxwlRcKr-h3BkQqeih4AaABAg,I wish the dragons were more like this today,1,,
4.0,@hmq9052,https://www.youtube.com/@hmq9052,4 years ago (edited),https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyHPQc_fQd2_qp6cph4AaABAg&pp=0gcJCSIANpG00pGi,"""I need £200,000 to invent a really solid door lock""",98,,
4.0,@coolperson962,https://www.youtube.com/@coolperson962,2 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzfC9jDQkpDFjTBtdR4AaABAg,Just fit a flow signal to your door and then the burglar will know they're not suppose to break in,8,,
4.0,@Soumyadip_Pal,https://www.youtube.com/@Soumyadip_Pal,4 years ago (edited),https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyOWZxTdcshbb5BSyZ4AaABAg,Jenny would have used this lock to keep all the entrepreneurs out!,36,,
4.0,@CyberSystemOverload,https://www.youtube.com/@CyberSystemOverload,2 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyS_MNd4tkLCiBwrlh4AaABAg,Richard is so soft spoken calm and nice. Even though he rejected investing he left the guy with some sound advice - advice I HOPE he acted on.,24,,
4.0,@RussMichaels,https://www.youtube.com/@RussMichaels,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwtDkBDDbzdbf6y0jF4AaABAg,"what he should have done is sell it to them as a simple to fit lock solution for internal doors, such as bedrooms and bathrooms.",56,,
4.0,@jreverie7018,https://www.youtube.com/@jreverie7018,4 years ago (edited),https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzFBpqNs3O4xbC_wYt4AaABAg,I feel like he could’ve tried a different angle. I like the idea of it being a peace of mind thing when you’re at home. Before bed or when you’ve come home you could chuck it on just to buy you some time if someone’s trying to get in. Would be good in cheap motels. The peace of mind for a few dollars sounds honestly not bad.,138,,
4.0,@gordonsalive6465,https://www.youtube.com/@gordonsalive6465,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwFYqydXm0xgD8ACkV4AaABAg,I'd like to think that there's an alternate universe out there where Peter Jones is still punching that door,10,,
4.0,@TaffySwithin,https://www.youtube.com/@TaffySwithin,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyGCBmppxQdpc_6QhJ4AaABAg&pp=0gcJCSIANpG00pGi,I have one of these on my bathroom door,19,,
4.0,@demonmech,https://www.youtube.com/@demonmech,2 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzzeSekDYWTT5FGb-V4AaABAg,I died when he said the burglar could have the key to your own house lol who hurt him,3,,
4.0,@J1mston,https://www.youtube.com/@J1mston,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxrNiKA66QaVQeU14B4AaABAg,"It's not a bad idea but he marketed it completely wrong. He should have said this is an alternative to deadbolt/chain more clearly, found out roughly how many people use a deadbolt/chain and how big that market is and explained why people use a deadbolt/chain in the first place. He should have explained about how lockpicking (2 is binding) is a silent, non-destructive attack on a mortise lock and this device would give you extra security whilst you're asleep as it prevents that attack, the same as a deadbolt.",98,,
4.0,@memyself717,https://www.youtube.com/@memyself717,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzX2zK9vXLZt2Zsnc14AaABAg&pp=0gcJCSIANpG00pGi,That prototype wouldn't even keep Jenny campbell out.,9,,
4.0,@Balfour.,https://www.youtube.com/@Balfour.,3 months ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzutcfFSnhnmjb3n4p4AaABAg&pp=0gcJCSIANpG00pGi,Love Duncan's villain laugh,1,,
4.0,@pencilcase8068,https://www.youtube.com/@pencilcase8068,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugxo7jYciNbjHTYjSPR4AaABAg,"Bruh i feel sorry for the dude, he looks like he tried his best when making this thing.",24,,
4.0,@jakejoselitoramirez5988,https://www.youtube.com/@jakejoselitoramirez5988,1 year ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzdMEWTAsRFW9OTuhJ4AaABAg,"When I see Richard I say ""Hey Biff... Take your damn hands off her!""",2,,
4.0,@redstar1223,https://www.youtube.com/@redstar1223,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxMY1oSy1PGNQcqfCd4AaABAg,"Lock from the 90s
 Hair from the 70s",3,,
4.0,@crazydog3307,https://www.youtube.com/@crazydog3307,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwJx9ycSJInyhQWz2B4AaABAg,then he installed the steplock on the outside of their office and the dragons couldn't leave,4,,
4.0,@abigail1023,https://www.youtube.com/@abigail1023,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxBXkxVTJ5Ehkn8z2h4AaABAg,"Making portly people drag all their junk up those stairs to arrive breathless and gasping was sneakily sadistic. As for his product, all you need is a double-cylinder deadbolt.",23,,
4.0,@at0micsheep,https://www.youtube.com/@at0micsheep,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzUKEgBe4uNPGmZtxB4AaABAg&pp=0gcJCSIANpG00pGi,"It's actually a reasonable concept, he's just marketing it all wrong.
I'd rather use this than a bolt, I would even use it on my back gate if it was adapted to accept a padlock.
Instead of marketing it as a replacement for all locks it should have been advertised as an alternative more tidy option for secondary locks to doors",72,,
4.0,@oliverfrots9300,https://www.youtube.com/@oliverfrots9300,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugw2Qc2iOn7H5zZZXgZ4AaABAg,"Damn Richard is a king, isn't completely rude and blunt, offers him advice and what to do next on his journey and sends him on his way. Definitely my favourite Dragon from this series. Bring back Richard!",73,,
4.0,@casper1240,https://www.youtube.com/@casper1240,2 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugw3-c86K-k21GJ30-F4AaABAg,A burglary device that only works when your in the house,2,,
4.0,@dr69_420,https://www.youtube.com/@dr69_420,4 years ago (edited),https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugz9fPdVGNGN1iIxM4p4AaABAg,"touker was already out after spending his children's inheritance for new office space for him to sleep in and proclaim he doesn't get out of bed for 5%

Edit: meant Theo im a dumbass",70,,
4.0,@Sparringvids94,https://www.youtube.com/@Sparringvids94,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugz_gJTVL9PbaHmx_4p4AaABAg,I like Richard Farley. He always gives great advice and is polite,36,,
4.0,@ajbomba9489,https://www.youtube.com/@ajbomba9489,1 year ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwFamkkQknpOFtr2fh4AaABAg,help me steplock im stuck,4,,
4.0,@declination00,https://www.youtube.com/@declination00,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxCsfvvAxkmAdchDN14AaABAg,"I like how in the end the host said ""Well done, anyway"" and he just went ""okay"". He doesn't like condescension, who does?",7,,
4.0,@neaituppi13713,https://www.youtube.com/@neaituppi13713,1 year ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwY4LJ0aD2qwKdow9R4AaABAg&pp=0gcJCSIANpG00pGi,"Good or bad, if someone shows me the significant flaws of my invention almost immediately. 
I would have been like, sorry for wasting your time and walked off. 

Just the fact that it can only be used while you are home, makes it 75% useless. 

I am sure I could kick through a door that had that on.",3,,
4.0,@Some-kid-called-David,https://www.youtube.com/@Some-kid-called-David,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugzgse9_r37z2m_qm_t4AaABAg,That test door frame (that wasn’t a door frame) was shabby as hell,3,,
4.0,@CheckDisOutpeeps,https://www.youtube.com/@CheckDisOutpeeps,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzKdmX8PEOaDGfSEUR4AaABAg,Lmao they said the guy who stole the frames put it on his door so they couldn't get in,9,,
4.0,@mgbonuzuroland394,https://www.youtube.com/@mgbonuzuroland394,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzndALxpZYxbq8PbrB4AaABAg,I think  should bring Richard Farleigh back. His advice(s) is/are spot on,50,,
4.0,@codyxvasco592,https://www.youtube.com/@codyxvasco592,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzFTlkzD77a6j8D9bB4AaABAg,"""This is not a door this is an example of how the mechanism works.""
His face is like ""Ok. And. It. Didn't. Work.""",8,,
4.0,@marks6663,https://www.youtube.com/@marks6663,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzejFKMrMn8heSCYxJ4AaABAg,The strength of his product is also Limited to the strength of the two screws that hold it to the frame. This is no different from any other lock,49,,
4.0,@alunroberts1439,https://www.youtube.com/@alunroberts1439,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyTlzhF1_yHMEGP4Vx4AaABAg,He speaks of the A frame being the strongest thing known to man.  It is only strong top to bottom not on the side of it.,6,,
4.0,@exploderwrestlingpodcast,https://www.youtube.com/@exploderwrestlingpodcast,3 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwAFPNdRnU2t708Ulp4AaABAg,"""It's unbreakable""

""No, not like that""",2,,
4.0,@ghosttoast6317,https://www.youtube.com/@ghosttoast6317,3 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxjbXdN_-_WfzcfabV4AaABAg,zombies in minecraft be like,4,,
4.0,@Sam-yr8ls,https://www.youtube.com/@Sam-yr8ls,4 years ago (edited),https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwiQ2ZyfTY8_O4tg1F4AaABAg,"Now I'm no physicist, so someone can feel free to correct me... but the A frame principle he's talking about is when load is pushed down onto the A from the top, that's why roofs are built on a row of wooden beams that look exactly like A shapes (layman's terms, they are actually called trusses). Workman tables are sometimes built like it too on top of 2x A shaped legs each side so it's super sturdy.

The strength comes from applying force at the top of the A, downwards.

NOT when your just pushing the A structure from the side. The wooden A frame would just fall over  ️",50,,
4.0,@jrbs,https://www.youtube.com/@jrbs,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugy5l1SQwUkkVxeqJjt4AaABAg&pp=0gcJCSIANpG00pGi,Duncan seems to know a lot about burglary,10,,
4.0,@PureBlood_Pete,https://www.youtube.com/@PureBlood_Pete,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwVAKKUSX2Ymme1m9h4AaABAg,"Ha Ha, Deborah didn't understand how it worked
That's why she was so quiet. Ha Ha",51,,
4.0,@Danfrank24,https://www.youtube.com/@Danfrank24,1 year ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugy8ptUQezyj841FTjt4AaABAg,"“Hi I’m… 
Duncan “im ouuut”",1,,
4.0,@theovolz3073,https://www.youtube.com/@theovolz3073,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzpJJUfz-6OmZmH0zZ4AaABAg,Jenny would love this because it wouldn’t stop her going out.,111,,
4.0,@bradleyhawkes7481,https://www.youtube.com/@bradleyhawkes7481,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgycWlNAtJlTa1ELQVp4AaABAg,,27,,
4.0,@kurokumo8169,https://www.youtube.com/@kurokumo8169,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyGX9xPhabRFJj2Wgd4AaABAg,He shouldn’t of said with a key he should’ve said it’s pickable,3,,
4.0,@ChrJahnsen,https://www.youtube.com/@ChrJahnsen,8 months ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyqlbYf4182LXTJ3qV4AaABAg,"Richard Farleigh will always be my favourite dragon. Always reasonable, always polite, always fair and never condescending towards the applicants. Love him. I wish he was the ever-present Dragon.",2,,
4.0,@arthamasingh2882,https://www.youtube.com/@arthamasingh2882,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwXCyu8Qy2Wmm0GKpJ4AaABAg,Definition of kids these days,3,,
4.0,@garybarnfield1546,https://www.youtube.com/@garybarnfield1546,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxaHKLJtfmln5r0Gz54AaABAg,"Poor guy at the end not only looks shell shocked, but looks as if the dragons ate his soul.",3,,
4.0,@champagnesupernova777,https://www.youtube.com/@champagnesupernova777,3 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzMLaAZQpJT7UjCgLB4AaABAg,I like how Richard actually gave him advice,6,,
4.0,@reflux043,https://www.youtube.com/@reflux043,2 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugw5MkgZQTOzqkKFYw54AaABAg,"At , is a classic jabba the hut impersonation!",2,,
4.0,@skatersirian,https://www.youtube.com/@skatersirian,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgysjHuaTmHsDJ6HIqh4AaABAg,Richard Farleigh with the Game of Thrones look.,5,,
4.0,@asdadadfred,https://www.youtube.com/@asdadadfred,10 months ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgygzMgP7d-xYF4RjUl4AaABAg,bro acted like an engineer when the A frame works from top pressure not side!,1,,
4.0,@CtrlYeetDel,https://www.youtube.com/@CtrlYeetDel,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxM2u7C1Xqp8b-Y8zN4AaABAg,"A lock that only works when you go out the back door, nice.",7,,
4.0,@Natedawg38,https://www.youtube.com/@Natedawg38,9 months ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyB6vqDPCv9Nv-YrT14AaABAg,"""Don't forget to lock the door on the way out.""",1,,
4.0,@lTSR0BBY,https://www.youtube.com/@lTSR0BBY,3 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyKAM5ene72DTB1Fbx4AaABAg,"They said it doesn't work when you leave the house, but neither do all the chains and bolts people have on their door. It's for when you are home to feel more safe. I can see this being helpful for people with disabilities who can't operate small bolts and chains. I think he genuinely had a good product but he sold it terribly. All the dragons criticisms could have been addressed. Maybe he was nervous. What a shame",4,,
4.0,@reece3163,https://www.youtube.com/@reece3163,2 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwaweNGxjdfwx4zgAd4AaABAg,If someone wanted to break that door down they absolutely will. That ain’t stopping no one,1,,
4.0,@hannahmonflippt10,https://www.youtube.com/@hannahmonflippt10,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwYmRkaUEyA2yk9tnt4AaABAg,"""Well done anyway""
""Ok"" LOL",13,,
4.0,@voetbal12,https://www.youtube.com/@voetbal12,1 year ago (edited),https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugyaru_32rc4J0Bt4AB4AaABAg,"""OK Peter I'll be sending you the bill for the door model, $200,000.""",1,,
4.0,@BATMAN777888,https://www.youtube.com/@BATMAN777888,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxWxjJyOifbiiCLq5J4AaABAg,Great product. I’m OUT and can’t get in,19,,
4.0,@Joseph-Cottrell,https://www.youtube.com/@Joseph-Cottrell,1 month ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugy_FVe-yjvmduhvgwN4AaABAg,Peter punching in that door and saying it doesn't work is like he saying he won't buy a house because the scale model is too small,,,
4.0,@pt192,https://www.youtube.com/@pt192,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzXsWzyAUeqYYH8Q114AaABAg,Explains that the other locks are only as strong as their screws… goes on to explain that his was broken into because theres only 1 screw in it… ️ So many logic holes.,4,,
4.0,@rachmadsuhartono,https://www.youtube.com/@rachmadsuhartono,1 year ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyEeA5LUZVRUKdwPhZ4AaABAg,That's also screwed in just like the good old bolts,1,,
4.0,@legendkhanproductions5263,https://www.youtube.com/@legendkhanproductions5263,4 years ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyhwZiLrH4CyIUptt14AaABAg,Laughing my ass off Peter smashed his demo lol,19,,
4.0,@catfoodenjoyer2779,https://www.youtube.com/@catfoodenjoyer2779,11 months ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugws-csNsFpOkHvoLwp4AaABAg,"should be '90s, not 90's",2,,
4.0,@anatolydyatlov963,https://www.youtube.com/@anatolydyatlov963,3 months ago,https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyCFYxk0K0jyoWlFpx4AaABAg,I felt bad when Peter straight up obliterated this frame. It seemed to have sentimental value for the old man :(,4,,
