"style-scope src","yt-simple-endpoint href","style-scope","Account name","yt-simple-endpoint href 2","yt-core-attributed-string","style-scope 2","yt-core-attributed-string 5"
"https://yt3.ggpht.com/ytc/AIdro_n9Id72PY1Z2i_99TaFlgeK5DrYdrcRR1c1BZUDcgyTnvI=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Deadhammer218","@Deadhammer218","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=Ugy3j1IkOn9Rm4Cy4xl4AaABAg","Theo: David, my name is 
David:","244","5 replies"
"https://yt3.ggpht.com/ytc/AIdro_n_qpPsUqHbbhHZVnPkNOGHOqHb14Yiy-BMO1_gkjn2B_IXBI2bO1IsqVFgQmr7KdXdrg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Kimdimasan","@Kimdimasan","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=UgybLlthURWV5CM1lwJ4AaABAg","They need 50 percent to have a vote to immediately agree to Panasonic offer and sell it by 3.23 million","630","22 replies"
"https://yt3.ggpht.com/ytc/AIdro_npEuVCK1ywqTaUWkBLW_tNezydX0zgBy8GOiX07dN3zw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@heymrguitarman7637","@heymrguitarman7637","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=Ugzu2KVINr86ObLUvY94AaABAg","""hello my name's Theo""
""Hello Leo""","133","4 replies"
"https://yt3.ggpht.com/ytc/AIdro_lmUgXPycOy63uQudOtHtR0GM9Tw_ZyVhYrmT2CRXUS0w=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@GroseyCoinHunts","@GroseyCoinHunts","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=UgxcZ-z7oy68B4UX4Jd4AaABAg&pp=0gcJCSIANpG00pGi","Anyone else notice how he said ""Hello Leo"" to Theo","398","8 replies"
"https://yt3.ggpht.com/ytc/AIdro_maFle6c_VR8jcMLa_Css-c415DE2hGCj1q_Vl6V397AjI=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@AbhishekSanyalTGV","@AbhishekSanyalTGV","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=Ugxml5ux_4ljNivtnSl4AaABAg","Man, this guy was a genius engineer but didn't even do the math. He got fleeced!","66","1 reply"
"https://yt3.ggpht.com/ytc/AIdro_mkzfapZszru71Eu3I0Nwfxux3uSrY0FfuHB2r7C2RqHQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@michalwalks","@michalwalks","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=UgxkK4AlcNUnEFDi_vh4AaABAg","This guy seemed like a genuine guy. Well-spoken and smart.","97","7 replies"
"https://yt3.ggpht.com/KCXfbE4ud9mr6bgA2ifWcmxIpzA12xbYH2y-PJxUW_19Bz29aj8BzcLDt8vG3L-dp4F6mYon6w=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@saleha1015","@saleha1015","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=UgwSTTS7pvPvATIwsxF4AaABAg","When Panasonic offers/values you £3.25 million and you sell 50% off your company","129","2 replies"
"","https://www.youtube.com/@cekojuna6930","@cekojuna6930","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=UgwwwrYw0EJmdjfolf54AaABAg","Remember people, just because they said yes to the deal, it doesn’t mean it will go through.","27","2 replies"
"","https://www.youtube.com/@DermotKimmage14","@DermotKimmage14","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=UgzCkYQXXeYkb7-KWsZ4AaABAg","God, the dragons are disgracefully greedy. 50%? The audacity of Duncan to ask why he wants to reduce the equity was baffling.","56",""
"","https://www.youtube.com/@paulstannard7985","@paulstannard7985","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=UgwKQpSoLAJn8hF_OLB4AaABAg","Should have sold to Panasonic for 3.25 million.  The dragons offers were outrageously greedy. Nice guy.","54",""
"","https://www.youtube.com/@darklordojeda","@darklordojeda","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=Ugzp3b2El5L0L00mMyB4AaABAg","Wants 50% after he hears that there's a $3.25 million offer pending. What a snake.","91","2 replies"
"","https://www.youtube.com/@JoshF848","@JoshF848","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=UgxarhLCF1IHPcCnljJ4AaABAg","Sell the whole company for 3.25 million or half of it for 250k? Unless Theo and Duncan were able to negotiate a sale for double that valuation, it’s a terrible deal for the founder","329","11 replies"
"","https://www.youtube.com/@curval5413","@curval5413","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=UgwVs0rd9-dIoSYb04h4AaABAg&pp=0gcJCSIANpG00pGi","a water droplet sliding down a window could alienate rachel elnor","105","1 reply"
"","https://www.youtube.com/@drunkdunc8738","@drunkdunc8738","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=UgwZFghad5gEM5-3jG94AaABAg","David’s previous employer didn’t support his programme so he was wise to make a stand","155","7 replies"
"","https://www.youtube.com/@terranceparsons5185","@terranceparsons5185","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=UgxzL8ZCIl2JiTJJbMB4AaABAg","I loved Doug Richards' face when the guy said he'd been offered £3.25 million!","98","5 replies"
"","https://www.youtube.com/@Drenwickification","@Drenwickification","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=UgxpLHlYYPb0Zl7i2uB4AaABAg","Hello Leo LMAO","26","1 reply"
"","https://www.youtube.com/@incremental_failure","@incremental_failure","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=UgzvbBb7vmmEVdXibzp4AaABAg","Offering 225k for 50% when the guy had a soft offer of 3.25mln, effectively turning his 225k into 1.6million in a split second. LOL.","92","9 replies"
"","https://www.youtube.com/@moogleking","@moogleking","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=Ugzuh6Q0h8N09Uuyw1Z4AaABAg","This guy answered the questions very well","14",""
"","https://www.youtube.com/@Tom_Armstrong_","@Tom_Armstrong_","9 months ago (edited)","https://www.youtube.com/watch?v=EmTUc5tN704&lc=Ugx2osOCw6vySln3ywN4AaABAg","For anyone wondering... 

The deal fell apart when it came to negotiating

Lees was advised to accept a bank loan instead of an investment

Mode Al dissolved in 2022","16","1 reply"
"","https://www.youtube.com/@georgedonaldson1516","@georgedonaldson1516","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=UgwTynH_sAUV6M5AFDR4AaABAg","Doug "" I'm rude to people but I never invest"" Richards","10",""
"https://yt3.ggpht.com/KCXfbE4ud9mr6bgA2ifWcmxIpzA12xbYH2y-PJxUW_19Bz29aj8BzcLDt8vG3L-dp4F6mYon6w=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@saleha1015","@saleha1015","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=UgwSTTS7pvPvATIwsxF4AaABAg","When Panasonic offers/values you £3.25 million and you sell 50% off your company","129","2 replies"
"https://yt3.ggpht.com/ytc/AIdro_lBsbqq2KpY7Qb3GFhoB4Sw0hHP6M3LW43CQbJhApjueQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@cekojuna6930","@cekojuna6930","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=UgwwwrYw0EJmdjfolf54AaABAg","Remember people, just because they said yes to the deal, it doesn’t mean it will go through.","27","2 replies"
"https://yt3.ggpht.com/ytc/AIdro_kTQ5ECcOXO69ZFJnf4nMHdUXYhtzjQ2P1-u4SV22eyI04=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@DermotKimmage14","@DermotKimmage14","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=UgzCkYQXXeYkb7-KWsZ4AaABAg","God, the dragons are disgracefully greedy. 50%? The audacity of Duncan to ask why he wants to reduce the equity was baffling.","56",""
"https://yt3.ggpht.com/ytc/AIdro_n2S5em6BEnJjB9dqJ8HhHDm2JTMSdxkqb0DQ0SR8YJwg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@paulstannard7985","@paulstannard7985","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=UgwKQpSoLAJn8hF_OLB4AaABAg","Should have sold to Panasonic for 3.25 million.  The dragons offers were outrageously greedy. Nice guy.","54",""
"https://yt3.ggpht.com/ytc/AIdro_k3dGkA3LxCAXP_doxTLCww89kE0trTiTexpKkpU4NM=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@darklordojeda","@darklordojeda","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=Ugzp3b2El5L0L00mMyB4AaABAg","Wants 50% after he hears that there's a $3.25 million offer pending. What a snake.","91","2 replies"
"https://yt3.ggpht.com/ytc/AIdro_nQWtDjnkGaIYmOsk65bxLAmt6sDD9KGCnr9j4CzKha7Ht707dqW4PbsI-coFFXsWHIFA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@JoshF848","@JoshF848","3 years ago","https://www.youtube.com/watch?v=EmTUc5tN704&lc=UgxarhLCF1IHPcCnljJ4AaABAg","Sell the whole company for 3.25 million or half of it for 250k? Unless Theo and Duncan were able to negotiate a sale for double that valuation, it’s a terrible deal for the founder","329","11 replies"
