"style-scope src","style-scope","yt-simple-endpoint href","Account name","yt-simple-endpoint href 3","yt-core-attributed-string","style-scope 3"
"https://yt3.ggpht.com/XbqPz4j_4i8KcUaQ9AYj53kUS9AIUZvRROj5b_3PSM3yJB7J4fh2ahgI11WPwEYoEwVqvTZMe_0=s88-c-k-c0x00ffffff-no-rj","@hmq9052","https://www.youtube.com/@hmq9052","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyCL_UD7uLh3DAhNLN4AaABAg","Duncan wrote down ""big nasty burglar"" on his pad","309"
"https://yt3.ggpht.com/ytc/AIdro_nVyr0kRlecJXiUi85okswMyvwP-Ohs4Js0CTkKjIBQiys=s88-c-k-c0x00ffffff-no-rj","@MADMAX7330","https://www.youtube.com/@MADMAX7330","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzdE2QNku53mUtUvcJ4AaABAg","Says the current lock is as weak as the screws into the frame.. Goes ahead and reinvents a more complex lock that also screws into the frame.","310"
"https://yt3.ggpht.com/ytc/AIdro_m0ib2-T3Y8heRQnMiJalh9pyhrwat5zU-r_SGlq9fwZw=s88-c-k-c0x00ffffff-no-rj","@MrMakeDo","https://www.youtube.com/@MrMakeDo","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyxFZEt1c5cvQtZuEx4AaABAg","Peter; kicks in demonstration door to prove nothing. “… I’m out”","225"
"https://yt3.ggpht.com/ytc/AIdro_kQzoOL3E0cqp77SK_jzK4d2vXRPzZek1udcEv4rE8=s88-c-k-c0x00ffffff-no-rj","@benbooth2783","https://www.youtube.com/@benbooth2783","4 years ago (edited)","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyuTpKeTw5nie7btrF4AaABAg&pp=0gcJCSIANpG00pGi","""Based on the a-frame principle, one of the strongest known to man""

Not when it's side ways ️","280"
"https://yt3.ggpht.com/dPT4hrgDmn3li1PnvILxlf04GYe7KG2euQ7W-PrjZGDy-cUXl3bNkGF6HA5cWsUHa7jLmlQ0Qg=s88-c-k-c0x00ffffff-no-rj","@IreZico","https://www.youtube.com/@IreZico","3 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzTLmJ5aONgskGkCHR4AaABAg&pp=0gcJCSIANpG00pGi","Richard and Duncan joking and laughing about he couldn’t get in lmao","52"
"https://yt3.ggpht.com/ytc/AIdro_nmGQNqW7j_3-Z_Wk0X93FNEAhv3H2RMCIOHsR-oGE=s88-c-k-c0x00ffffff-no-rj","@UnstableRebel","https://www.youtube.com/@UnstableRebel","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugxb_NVziI_KagFJmsR4AaABAg","""He couldn't get in""
- Richard Farleigh the best Dragon of all time","234"
"https://yt3.ggpht.com/ytc/AIdro_kHSsi9oqDk5RVaNFfm_O-HmFITzC9gjL6hpCvvjur-Ux4=s88-c-k-c0x00ffffff-no-rj","@redaragorns","https://www.youtube.com/@redaragorns","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwNK9_QL6wMcZ898VB4AaABAg","This is completely useless for Jenny, isn't it? She doesn't want to be in.","317"
"https://yt3.ggpht.com/ytc/AIdro_mEjuBo3LtZPKat1XG09CpBs5Q3_2Eg1dlIIqpHgBo=s88-c-k-c0x00ffffff-no-rj","@carpii","https://www.youtube.com/@carpii","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugx3JG7b08-YV05G_X14AaABAg&pp=0gcJCSIANpG00pGi","His door might be from the 1990's, but his hair is from a 1970's centre forward","112"
"https://yt3.ggpht.com/xJUSdnQfTCnuhsmke50_oZ1_6HYSUfalV7WG1g27NtS6XbhwlZ4QGpSFnkJQS2CH4EbGSjjgDA=s88-c-k-c0x00ffffff-no-rj","@thejuiceweasel","https://www.youtube.com/@thejuiceweasel","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyIPGgCqRYVaUk_U-F4AaABAg","""the burglar who has a key to your front door""

pretty sure he just wants a way to keep his wife out.","108"
"https://yt3.ggpht.com/h1E_KVTw_U8zzIXR1fZih2kPdwYurq58btuJ0NiaPQAl5DWS2fztofUEwTRuQ59wG57Mn55vrA=s88-c-k-c0x00ffffff-no-rj","@BlindDweller","https://www.youtube.com/@BlindDweller","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwrZ8hk6NI_RMKgfaV4AaABAg","How Peter Jones knocks on your door when his annual equity earnings for your business drops by 0.01%","22"
"https://yt3.ggpht.com/ytc/AIdro_lWaz5-BG5UJDqWJQAXw5rMI5jIZupno4ZUTuh_v_x1Wg=s88-c-k-c0x00ffffff-no-rj","@akyhne","https://www.youtube.com/@akyhne","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugx0dQIRyIiFxYQEl0h4AaABAg","The ""A""-frame is strong from top down compression, not from the side lol.","255"
"https://yt3.ggpht.com/ytc/AIdro_nyqT6i-CGr4sqwCMz8VVmXwNaQd8hVs4aL29tF_9U=s88-c-k-c0x00ffffff-no-rj","@jerryorange6983","https://www.youtube.com/@jerryorange6983","1 year ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwA4ixkEHOTQC7VzDh4AaABAg","Like my father invested in a great iron gate and a lock and  the burglers destroyed the  fence next to it to get in :)","4"
"https://yt3.ggpht.com/ytc/AIdro_nwqw2Gshr-dNIKmxjyGv0qzAOQeC5grZkTjVpy43gx3w=s88-c-k-c0x00ffffff-no-rj","@texyrexy","https://www.youtube.com/@texyrexy","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgztnNZC877JgwWIoHN4AaABAg","Peter 'I will smash your property without asking' Jones.","212"
"https://yt3.ggpht.com/ZoNPS16d75gJAtCfFYYuT61uWk6EeZYKco0LR6t6KlqIqOkqBXjGhfFqVH7tfikfDN_I8-BDqp4=s88-c-k-c0x00ffffff-no-rj","@antzooma","https://www.youtube.com/@antzooma","7 months ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugy5rwXNq2VIPfNVi-N4AaABAg","felt a bit like Peter Jones destroying some kid's science project","7"
"https://yt3.ggpht.com/ytc/AIdro_mkON5vLFFvr_nuzR3ptPHax0flWrH5YSpSvBCo0iw=s88-c-k-c0x00ffffff-no-rj","@dazediss6629","https://www.youtube.com/@dazediss6629","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugyl0B7lkQ2HDAjtcnF4AaABAg","You can clearly see that whilst Peter is punching the little door he’s clearly wishing it was the guys face","119"
"https://yt3.ggpht.com/LsMkFxl4M-RFqXL8IiXa86x3QPbZ_aV3ARwM06QHpUmLBYzn3BDYv79KsIBvy2oKM8RkU4_IKw=s88-c-k-c0x00ffffff-no-rj","@donthelpmethx","https://www.youtube.com/@donthelpmethx","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwFDdVFlIqvitCOz2h4AaABAg","I lowkey think Peter Jones was just letting some anger out and used testing the door as an excuse","95"
"https://yt3.ggpht.com/ytc/AIdro_mLPAeNbUzb3unPAdbwQt4FKqA1YZVMDHb5CP-4wVPK-X8=s88-c-k-c0x00ffffff-no-rj","@dilwich","https://www.youtube.com/@dilwich","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzXy5-Qt18cbsK_RYN4AaABAg","He should stick to singing for E.L.O and stop messing around with door locks.","60"
"https://yt3.ggpht.com/ytc/AIdro_kRqVSA97l4VGPoqSfkDa9PjKfQE6_E1dV3CWHGNGjZzA=s88-c-k-c0x00ffffff-no-rj","@3coldcapricorn227","https://www.youtube.com/@3coldcapricorn227","3 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgytY9r8yrahV6KQi5h4AaABAg","“He couldn’t get in” could be the best one liner this show has ever produced","27"
"","@vajrayana4504","https://www.youtube.com/@vajrayana4504","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxXQ9MnbdXUGBV9ZdB4AaABAg","Love the talk with the host at the end:
-""Well done anyway""
-""Ok.""","142"
"","@Tekapeel","https://www.youtube.com/@Tekapeel","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwiejnW1I7ASMpkknV4AaABAg","""Bolts and chains are fine, but they're only as strong as these two screws. Step lock doesn't have this problem"" 

""Of course it's broken it's only secured by one screw""

nice","498"
"","@youtubevanced4900","https://www.youtube.com/@youtubevanced4900","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyckKLutRJzYK_oHXd4AaABAg","He missed his mark here badly. 
Every hotel I've ever been too has a chain or alternative method of locking the door from the inside so the occupant isn't solely relying on the key or swipe card as they could easily be in circulation.
That's what he should of been pushing. This actually looks a lot better than the usual garbage on the hotel doors.","173"
"","@fartmiester","https://www.youtube.com/@fartmiester","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxsodTUUGqeq3owXhd4AaABAg","Peter Jones breaks your door down

Ian “WHAT ARE YOU DOING STEP LOCK”","28"
"","@jeschinstad","https://www.youtube.com/@jeschinstad","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxP3zAk123LrIUwOFh4AaABAg","I really like Richard Farleigh. He seems like a good guy and I like his humor.","104"
"","@coolz123123","https://www.youtube.com/@coolz123123","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugwo1O3b8gzfVKN9a5N4AaABAg","I think if he pitched it by saying ""This is to prevent the kids, parents etc from coming in a room"" and because of how simple it is to use it, I think it would have worked way better","88"
"","@joeroberts2360","https://www.youtube.com/@joeroberts2360","4 years ago (edited)","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugy8cF45YMC7UV8xkrJ4AaABAg","Peter Jones:  ‘Mate your doors fucked.’","30"
"","@JL-gf3yc","https://www.youtube.com/@JL-gf3yc","5 days ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxwlRcKr-h3BkQqeih4AaABAg","I wish the dragons were more like this today","1"
"","@hmq9052","https://www.youtube.com/@hmq9052","4 years ago (edited)","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyHPQc_fQd2_qp6cph4AaABAg&pp=0gcJCSIANpG00pGi","""I need £200,000 to invent a really solid door lock""","98"
"","@coolperson962","https://www.youtube.com/@coolperson962","2 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzfC9jDQkpDFjTBtdR4AaABAg","Just fit a flow signal to your door and then the burglar will know they're not suppose to break in","8"
"","@Soumyadip_Pal","https://www.youtube.com/@Soumyadip_Pal","4 years ago (edited)","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyOWZxTdcshbb5BSyZ4AaABAg","Jenny would have used this lock to keep all the entrepreneurs out!","36"
"","@CyberSystemOverload","https://www.youtube.com/@CyberSystemOverload","2 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyS_MNd4tkLCiBwrlh4AaABAg","Richard is so soft spoken calm and nice. Even though he rejected investing he left the guy with some sound advice - advice I HOPE he acted on.","24"
"","@RussMichaels","https://www.youtube.com/@RussMichaels","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwtDkBDDbzdbf6y0jF4AaABAg","what he should have done is sell it to them as a simple to fit lock solution for internal doors, such as bedrooms and bathrooms.","56"
"https://yt3.ggpht.com/ytc/AIdro_nGGoW8kV28rn0OwPs6F9HTLxik7JkxtruPk9LRIMk=s88-c-k-c0x00ffffff-no-rj","@vajrayana4504","https://www.youtube.com/@vajrayana4504","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxXQ9MnbdXUGBV9ZdB4AaABAg","Love the talk with the host at the end:
-""Well done anyway""
-""Ok.""","142"
"https://yt3.ggpht.com/ytc/AIdro_nxLmYEu_fQpe6ZhggWynnkHYSsYRNk3jT5jx3h1NMxwQ=s88-c-k-c0x00ffffff-no-rj","@Tekapeel","https://www.youtube.com/@Tekapeel","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwiejnW1I7ASMpkknV4AaABAg","""Bolts and chains are fine, but they're only as strong as these two screws. Step lock doesn't have this problem"" 

""Of course it's broken it's only secured by one screw""

nice","498"
"https://yt3.ggpht.com/ytc/AIdro_lV6pe97p50ZsAIjrK4-Rih4eGpgtgJQCDXwjKJcIA=s88-c-k-c0x00ffffff-no-rj","@youtubevanced4900","https://www.youtube.com/@youtubevanced4900","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyckKLutRJzYK_oHXd4AaABAg","He missed his mark here badly. 
Every hotel I've ever been too has a chain or alternative method of locking the door from the inside so the occupant isn't solely relying on the key or swipe card as they could easily be in circulation.
That's what he should of been pushing. This actually looks a lot better than the usual garbage on the hotel doors.","173"
"https://yt3.ggpht.com/ytc/AIdro_nEK1kbF7CC8jzmxy5AOsGznV0V8U7waLwCm7EBugLuJA6Zhn2wYaW4DejMrvW3aNbXFg=s88-c-k-c0x00ffffff-no-rj","@fartmiester","https://www.youtube.com/@fartmiester","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxsodTUUGqeq3owXhd4AaABAg","Peter Jones breaks your door down

Ian “WHAT ARE YOU DOING STEP LOCK”","28"
"https://yt3.ggpht.com/ytc/AIdro_lEwEnDBfouutpw73kTlBi9-6_4JsVx4JhCQ6asusIiKsA=s88-c-k-c0x00ffffff-no-rj","@jeschinstad","https://www.youtube.com/@jeschinstad","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxP3zAk123LrIUwOFh4AaABAg","I really like Richard Farleigh. He seems like a good guy and I like his humor.","104"
"https://yt3.ggpht.com/ytc/AIdro_mvxTWVjOqWatSCNnrXzjHK1Fk7Gk3zlSpDbL4dWMU=s88-c-k-c0x00ffffff-no-rj","@coolz123123","https://www.youtube.com/@coolz123123","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugwo1O3b8gzfVKN9a5N4AaABAg","I think if he pitched it by saying ""This is to prevent the kids, parents etc from coming in a room"" and because of how simple it is to use it, I think it would have worked way better","88"
"https://yt3.ggpht.com/ytc/AIdro_lGj4OTGxkcrgKeJCa8byy7TGGTIKthaKCJnBU216U=s88-c-k-c0x00ffffff-no-rj","@joeroberts2360","https://www.youtube.com/@joeroberts2360","4 years ago (edited)","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=Ugy8cF45YMC7UV8xkrJ4AaABAg","Peter Jones:  ‘Mate your doors fucked.’","30"
"https://yt3.ggpht.com/ytc/AIdro_lulGKEiiQOvY1UQ9mO0IiwyUHdQa1h18qs7pex6yg=s88-c-k-c0x00ffffff-no-rj","@JL-gf3yc","https://www.youtube.com/@JL-gf3yc","5 days ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxwlRcKr-h3BkQqeih4AaABAg","I wish the dragons were more like this today","1"
"https://yt3.ggpht.com/XbqPz4j_4i8KcUaQ9AYj53kUS9AIUZvRROj5b_3PSM3yJB7J4fh2ahgI11WPwEYoEwVqvTZMe_0=s88-c-k-c0x00ffffff-no-rj","@hmq9052","https://www.youtube.com/@hmq9052","4 years ago (edited)","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyHPQc_fQd2_qp6cph4AaABAg&pp=0gcJCSIANpG00pGi","""I need £200,000 to invent a really solid door lock""","98"
"https://yt3.ggpht.com/nHWwX876SrmAXczhGY_IIl1f0fxqZr_vYS-VhLkwmyflGroUT47gunxTXu7GYaeoDZrZGBXsxk8=s88-c-k-c0x00ffffff-no-rj","@coolperson962","https://www.youtube.com/@coolperson962","2 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzfC9jDQkpDFjTBtdR4AaABAg","Just fit a flow signal to your door and then the burglar will know they're not suppose to break in","8"
"https://yt3.ggpht.com/ytc/AIdro_knlsNs7GtCbur3aeHvktDtlsl358Kw_gSJ7_CN1RNfD7k=s88-c-k-c0x00ffffff-no-rj","@Soumyadip_Pal","https://www.youtube.com/@Soumyadip_Pal","4 years ago (edited)","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyOWZxTdcshbb5BSyZ4AaABAg","Jenny would have used this lock to keep all the entrepreneurs out!","36"
"https://yt3.ggpht.com/sW46EquukJQwZRb09KOXh4a6c-Y0__6M7ZBxX_vEKrqjAANXfttC9Yh8us54IFSa9amMnXqJ=s88-c-k-c0x00ffffff-no-rj","@CyberSystemOverload","https://www.youtube.com/@CyberSystemOverload","2 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyS_MNd4tkLCiBwrlh4AaABAg","Richard is so soft spoken calm and nice. Even though he rejected investing he left the guy with some sound advice - advice I HOPE he acted on.","24"
"https://yt3.ggpht.com/ytc/AIdro_nUTAfJFTTgJO7Lh-v__tlDoMCv6ijGa_6WKUs70_P3eEg=s88-c-k-c0x00ffffff-no-rj","@RussMichaels","https://www.youtube.com/@RussMichaels","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwtDkBDDbzdbf6y0jF4AaABAg","what he should have done is sell it to them as a simple to fit lock solution for internal doors, such as bedrooms and bathrooms.","56"
"https://yt3.ggpht.com/ytc/AIdro_kw_MZXjHNmmkzpCx10scDUkppiKqehhP1rXoeV84QH4e0=s88-c-k-c0x00ffffff-no-rj","@jreverie7018","https://www.youtube.com/@jreverie7018","4 years ago (edited)","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzFBpqNs3O4xbC_wYt4AaABAg","I feel like he could’ve tried a different angle. I like the idea of it being a peace of mind thing when you’re at home. Before bed or when you’ve come home you could chuck it on just to buy you some time if someone’s trying to get in. Would be good in cheap motels. The peace of mind for a few dollars sounds honestly not bad.","138"
"https://yt3.ggpht.com/ytc/AIdro_kEh-9a9g-Z_O4WGWFHZ32YCx9ZWEIW-dXqzh2lPszlzQ=s88-c-k-c0x00ffffff-no-rj","@gordonsalive6465","https://www.youtube.com/@gordonsalive6465","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgwFYqydXm0xgD8ACkV4AaABAg","I'd like to think that there's an alternate universe out there where Peter Jones is still punching that door","10"
"https://yt3.ggpht.com/ZgQRPnttr5l2WCDDPLQ3kxOeorWw_LFwPhYXgZabZ_w4B-9TVrqYzB7twzmbA3k4HzEo18TYDUI=s88-c-k-c0x00ffffff-no-rj","@TaffySwithin","https://www.youtube.com/@TaffySwithin","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgyGCBmppxQdpc_6QhJ4AaABAg&pp=0gcJCSIANpG00pGi","I have one of these on my bathroom door","19"
"https://yt3.ggpht.com/ytc/AIdro_kSpKrNbJg4Gi-7sji22tatAz7C5LjKp6k5RrEVQ4w=s88-c-k-c0x00ffffff-no-rj","@demonmech","https://www.youtube.com/@demonmech","2 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgzzeSekDYWTT5FGb-V4AaABAg","I died when he said the burglar could have the key to your own house lol who hurt him","3"
"https://yt3.ggpht.com/ytc/AIdro_muyKwcbksJThOR87SNtXYSxsmq-LDyQM0LOuE0sVg=s88-c-k-c0x00ffffff-no-rj","@J1mston","https://www.youtube.com/@J1mston","4 years ago","https://www.youtube.com/watch?v=eOD-K2WjAPk&lc=UgxrNiKA66QaVQeU14B4AaABAg","It's not a bad idea but he marketed it completely wrong. He should have said this is an alternative to deadbolt/chain more clearly, found out roughly how many people use a deadbolt/chain and how big that market is and explained why people use a deadbolt/chain in the first place. He should have explained about how lockpicking (2 is binding) is a silent, non-destructive attack on a mortise lock and this device would give you extra security whilst you're asleep as it prevents that attack, the same as a deadbolt.","98"
