"style-scope src","yt-simple-endpoint href","style-scope","Account name","yt-simple-endpoint href 2","yt-core-attributed-string","hidden","style-scope 2","hidden 2","yt-core-attributed-string 3","yt-core-attributed-string 4"
"https://yt3.ggpht.com/ytc/AIdro_mI-yYHcU7NfOWCZVbsnV7Hnc3m8irZAhoQtqDuZtbZ3g=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@arthurmorgan8529","@arthurmorgan8529","2 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgzoRa9Xe8rLo8KR72B4AaABAg","""Ladies and gentlemen, my name is Craig and I am the advocate for the reigning, defending, undisputed light bulb man""","Like","1","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_lnwoexQ97z6Vu56-ROKrpfh7xAvVQSevisCW8v-R4=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Technicallyimright","@Technicallyimright","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgzIJIdrn5gq53X4Jsh4AaABAg","Projections are usually wrong, hence why so many businesses go bust.","Like","","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_kFY5som1foAQl6VtE5VkMNoMkMsalwYNXUWUq3iTY=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@jimmorrison8203","@jimmorrison8203","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgxZkKIt1YLZ_J405B14AaABAg","It’s a good idea for helping the elderly and disabled to live independently.","Like","17","Dislike","9 replies","9 replies"
"https://yt3.ggpht.com/MBQk39tBqD2BlIDqBUaLG2s7v-75Ff4vxHU3JcOEvMq2mn9r08Ll1bclFoRIJ4w63MbA6bmy=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@jamesheath7601","@jamesheath7601","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgzNb9QvQwMy73_43c94AaABAg","there you go","Like","","Dislike","",""
"https://yt3.ggpht.com/Fz_x_2u-tLC1IcfLvePWafZ4OL1XAAyywlYxLP_-bcUNjyAVhCLSCjtClbuaUCJt3kVIayMhCso=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@eval_is_evil","@eval_is_evil","5 months ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=Ugzdw3-HNGCyRRNKm4x4AaABAg&pp=0gcJCSIANpG00pGi","This tech exists since 19th century. There is a good reason why this wasnt implemented centuries ago","Like","","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_m_c908aJwbMJt0Ygmb5Ujt9-8tXVOjZycte3quSmze0fkmpu50HB8kQEJ2qb7p3MoElQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@okokokamgood","@okokokamgood","1 month ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=Ugwrju43ob-xNPXaN6x4AaABAg","What happned to the product","Like","","Dislike","",""
"https://yt3.ggpht.com/N2XObC7OUbRbY2UAieuqvy4oKgF0SLXMnu-E_OnWkkIaNzX60UC05nwObosN01po63CdsVDkLA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@neutronstar8289","@neutronstar8289","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgzlYWgFGOI_b1GsggZ4AaABAg","Great idea","Like","","Dislike","",""
"https://yt3.ggpht.com/SPoRuJSfyqg_0FKftekeqSG9wffSEdt1c8coenBn-HOqXiCVY2Py-dtg1w1LN3mlJe50bGOY9uI=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Yesitisok","@Yesitisok","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=Ugwe9nA4i1W7u_4OVqR4AaABAg","Ethereum","Like","2","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_kcBSdY_kjtVZD2iA96euGSMrhayrqKBsjZla71kbc=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@johnmightymole2284","@johnmightymole2284","10 months ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=Ugx4lwXed3CeBa30ydZ4AaABAg","How many dragons does it take to change a light bulb business?","Like","1","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_kx2gAGfe7SfoQL-TXHotUe57rztKIpo8J8KIW58Cw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@thomasdalton1508","@thomasdalton1508","5 months ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgzKTej-BCeTbJWCksR4AaABAg","Actually, it's 55% (40% and then 25% of the remaining 60%, which is 15%). That's still more than half, though, which is an important threshold psychologically.","Like","1","Dislike","5 replies","5 replies"
"https://yt3.ggpht.com/hKyy7EUFIqwt7r6JVi2_TJk6pAlf0yVRrxAc7UXZY2xsDJLlMSLT_h9GNMtlL9THqYLt1Kut=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@alexinlondon10","@alexinlondon10","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgzmXswviX6DSfeAhL54AaABAg","Nice","Like","","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_l1RpLbLbSVwu1alDrVwZ7C-t7eMgV0jxQMiFiQ15zSY4F7tOew77XMLaS33t8G8tXbKQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@best7993","@best7993","3 months ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgxK5nmi_VgmdpuFZdF4AaABAg","Why the other half? He can just accept a deal for half the money bur the narrator always be like he has to get the full amount or they walk away with 0. Bruh wdym 0 why not half?","Like","","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_lWE8yGZbWVwoX_a5JDhnlcQiw0UzTC_uDbIxsb0404BHoG=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@sherry356","@sherry356","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=Ugy-nrNhn5Jxko9Df194AaABAg","I can see this being very useful for people with disabilities and the elderly... though it probably won't make much money.","Like","","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_n0PSSfeHPnnqIS_DeoQC3MvYRUp0m0gCCKmfmSjd6c-4w=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@jamesflynn2221","@jamesflynn2221","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgwaljbY7SG1BDC_FoZ4AaABAg","Duncan absolutely destroyed these guys thug life hahahahah","Like","3","Dislike","",""
"https://yt3.ggpht.com/nRzRvsQTfKahNCVmDYiwuznnEH-5Bq1EW2ucdg5AUdKGnWmX-GO42mGBiaYqGYzLXGYYHbsA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@selfologyy","@selfologyy","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=Ugydi2qMbqtTYVZiyKd4AaABAg","Looks like a good idea though","Like","","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_nu2o3OXXhJGu0hrhje0dRMGgV3xE3c8UpWGCrnyXg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@AVMamfortas","@AVMamfortas","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgwW8mWsBecaj8csV614AaABAg&pp=0gcJCSIANpG00pGi","The idea is fine, the business plan is shyte.","Like","1","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_kwWB71NSr1Yj64y34b-Z4le1HxsirD4oNmryhqE4jxKA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@jamespython5147","@jamespython5147","4 months ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgwSJe49EJZ65ZodY1d4AaABAg","It's actually a great idea. Who cares about the 40%","Like","","Dislike","",""
"","https://www.youtube.com/@fijidogter9731","@fijidogter9731","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=Ugy1FsXaB01r5IVr-CN4AaABAg","What's happening, where are the new episodes","Like","","Dislike","",""
"","https://www.youtube.com/@laurenevans9182","@laurenevans9182","2 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgwxJk8gVakiTW4Mjw54AaABAg","Why is Duncan telling us a story","Like","","Dislike","",""
"","https://www.youtube.com/@Cheerful.Flourish","@Cheerful.Flourish","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgxqgRFmiJRKX1dH0s94AaABAg","Company dissolved December 2018","Like","4","Dislike","1 reply","1 reply"
"","https://www.youtube.com/@mikafairystar","@mikafairystar","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=Ugy8rKDyE_Ec35fLzC14AaABAg","I’ll buy them for my house then just carry 1 globe around with me","Like","1","Dislike","",""
"","https://www.youtube.com/@dermmeehan5255","@dermmeehan5255","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgyTkaiOduBNZeNe8HN4AaABAg","Since when I changing a lightbulb difficult?","Like","","Dislike","",""
"","https://www.youtube.com/@timothyriehm5967","@timothyriehm5967","2 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgwdWLNtPyr6JvVg83B4AaABAg&pp=0gcJCSIANpG00pGi","Duncan throws his 40,000 pound prototype on the ground business is belly up.  First of all if Duncan's house the wind can shut the door from either side it ain't that big.  Ha.  

But on a real note they always seem to find a problem like they are smart people and then pull out on straight ego alone.  Rather than say ok we both know how this problem exists how do we get past it.  It's like they are actually scared to invest.  Shark Tank in the US they are all over products that have the right attitude.","Like","","Dislike","",""
"","https://www.youtube.com/@whalesnamedshark","@whalesnamedshark","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgwuEKM-jjxGm7BoDsJ4AaABAg","not a bad idea but not worth the trouble of buying it","Like","","Dislike","",""
"","https://www.youtube.com/@HP-ws2vx","@HP-ws2vx","1 year ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgymEEpZHLfmIwFQLU54AaABAg","Clever product, tragic loan.","Like","1","Dislike","",""
"","https://www.youtube.com/@davidvarley1812","@davidvarley1812","2 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgwZgRE90soegbWiGXJ4AaABAg","We want almost £200 thousand for ten percent even though we need no money and we went your contact information. Pardon, are you on another planet.","Like","","Dislike","",""
"","https://www.youtube.com/@jenkinsjenkins1199","@jenkinsjenkins1199","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=Ugz8qNbRFfmMQ3rKzch4AaABAg","-","Like","","Dislike","",""
"","https://www.youtube.com/@JcGross93","@JcGross93","1 year ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgxvbBfuMgIBYPaWQCF4AaABAg","You just gotta love when they come in with forecasts like this. 7 million pound turnover in year 3 when you're selling at less than half a pound. So you're expecting to sell 14 million in year 3 of this worthless piece of crap? I don't think you can sell 10 million in 10 years! (Even without taking into account that lights now last forever)","Like","","Dislike","",""
"","https://www.youtube.com/@alfiejones6073","@alfiejones6073","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgxEukwsvwlFIftS84l4AaABAg","Can you go back to lunchtime uploads like 12-1pm, I miss seeing everyones lunch comments while eating mine??","Like","1","Dislike","1 reply","1 reply"
"","https://www.youtube.com/@FranBMan","@FranBMan","3 years ago (edited)","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=Ugw2-q8-PY11pnVU7eJ4AaABAg","I'm dyspraxic, I think it's a great idea.","Like","1","Dislike","1 reply","1 reply"
"","https://www.youtube.com/@Hoopspur","@Hoopspur","1 year ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgzOpXdWwvQd4ql133p4AaABAg&pp=0gcJCSIANpG00pGi","Harry Potters looking rough these days.","Like","","Dislike","",""
"","https://www.youtube.com/@robertcvelbar207","@robertcvelbar207","5 months ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=Ugy3JYLbt6cu1G8zQnp4AaABAg","Whay are advocats always some weird dudes.","Like","1","Dislike","1 reply","1 reply"
"https://yt3.ggpht.com/ytc/AIdro_mwePWbuXqf1pxSCVedcJ_7kGDQ8bQiLv8LRPF-8OU=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@fijidogter9731","@fijidogter9731","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=Ugy1FsXaB01r5IVr-CN4AaABAg","What's happening, where are the new episodes","Like","","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_nTXX3-yKZUXKMasJXMvZW44oC0YZEErGmnxbcvn6Duz0k=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@laurenevans9182","@laurenevans9182","2 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgwxJk8gVakiTW4Mjw54AaABAg","Why is Duncan telling us a story","Like","","Dislike","",""
"https://yt3.ggpht.com/F-LBvMlBJZLQS5fOkoV5JVweaphsJ02ovr_TAFLvonpeTSzT6aV_KYqF_VsxDVHFJRgpbgWu=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Cheerful.Flourish","@Cheerful.Flourish","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgxqgRFmiJRKX1dH0s94AaABAg","Company dissolved December 2018","Like","4","Dislike","1 reply","1 reply"
"https://yt3.ggpht.com/ytc/AIdro_nXbC1jRXCGXSpquSYWPuiNhkEjUMIswV1XZOLGdupfnuE=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@mikafairystar","@mikafairystar","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=Ugy8rKDyE_Ec35fLzC14AaABAg","I’ll buy them for my house then just carry 1 globe around with me","Like","1","Dislike","",""
"https://yt3.ggpht.com/jva2cOB5ftNeR5c73BEp9BqguDrQjT8lQ0qVGIkCgFyv7mB1qbecptv12JYj-O8AqYZKuueH5g=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@dermmeehan5255","@dermmeehan5255","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgyTkaiOduBNZeNe8HN4AaABAg","Since when I changing a lightbulb difficult?","Like","","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_k_iHRN_l0TsKsAqRXBnKvUhZMHXsLhXvCXgVIQHJzdJTRw7Wt_G9XEs4chamQySZQzjQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@timothyriehm5967","@timothyriehm5967","2 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgwdWLNtPyr6JvVg83B4AaABAg&pp=0gcJCSIANpG00pGi","Duncan throws his 40,000 pound prototype on the ground business is belly up.  First of all if Duncan's house the wind can shut the door from either side it ain't that big.  Ha.  

But on a real note they always seem to find a problem like they are smart people and then pull out on straight ego alone.  Rather than say ok we both know how this problem exists how do we get past it.  It's like they are actually scared to invest.  Shark Tank in the US they are all over products that have the right attitude.","Like","","Dislike","",""
"https://yt3.ggpht.com/K1Bdf3No8_b3Pwh_uqBa1qCSpCNj1o9UlwHXv7YpZQBQtkG1jewYTAdhvEkKA1jSol4FJqDkuxA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@whalesnamedshark","@whalesnamedshark","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgwuEKM-jjxGm7BoDsJ4AaABAg","not a bad idea but not worth the trouble of buying it","Like","","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_nERKxlcMhvM0bwS-dfob9bJ5AfFxoEgbfXDaQFkhVxxLs=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@HP-ws2vx","@HP-ws2vx","1 year ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgymEEpZHLfmIwFQLU54AaABAg","Clever product, tragic loan.","Like","1","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_nkwyjNjXiTbomljA7uogixZrzODDBJARZoRWe5u8Oz1e7OolmJA7H9ZsVkbBDlarhMIg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@davidvarley1812","@davidvarley1812","2 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgwZgRE90soegbWiGXJ4AaABAg","We want almost £200 thousand for ten percent even though we need no money and we went your contact information. Pardon, are you on another planet.","Like","","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_lIvlf9szbANP4fJXrMXa2PoNZEGHkdeIu5Q1Q26l4=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@jenkinsjenkins1199","@jenkinsjenkins1199","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=Ugz8qNbRFfmMQ3rKzch4AaABAg","-","Like","","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_lcHoPMTrDutlc5dGcXKlO_JbF-71Am-waLl53Q00dmpA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@JcGross93","@JcGross93","1 year ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgxvbBfuMgIBYPaWQCF4AaABAg","You just gotta love when they come in with forecasts like this. 7 million pound turnover in year 3 when you're selling at less than half a pound. So you're expecting to sell 14 million in year 3 of this worthless piece of crap? I don't think you can sell 10 million in 10 years! (Even without taking into account that lights now last forever)","Like","","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_mEpp6oN-j5Fhc1_RL72BsjAY5n5condaPtPVpzuLHtKjQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@alfiejones6073","@alfiejones6073","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgxEukwsvwlFIftS84l4AaABAg","Can you go back to lunchtime uploads like 12-1pm, I miss seeing everyones lunch comments while eating mine??","Like","1","Dislike","1 reply","1 reply"
"https://yt3.ggpht.com/jj3L7jEt-c82LA8MHdKyp09WchZrdlLimgpb4mffknKnQDrLMQgMK5dZpfC_-J5NauMe9mEl=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@FranBMan","@FranBMan","3 years ago (edited)","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=Ugw2-q8-PY11pnVU7eJ4AaABAg","I'm dyspraxic, I think it's a great idea.","Like","1","Dislike","1 reply","1 reply"
"https://yt3.ggpht.com/ytc/AIdro_kW_1QLMstol70f2i3i8n7G2U_JpmCdAXTA1DipFSGtnk4=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Hoopspur","@Hoopspur","1 year ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgzOpXdWwvQd4ql133p4AaABAg&pp=0gcJCSIANpG00pGi","Harry Potters looking rough these days.","Like","","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_kq5z_fwnn18sOVFpeJmEJDFJbmxQYRXofxZ2dgTbg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@robertcvelbar207","@robertcvelbar207","5 months ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=Ugy3JYLbt6cu1G8zQnp4AaABAg","Whay are advocats always some weird dudes.","Like","1","Dislike","1 reply","1 reply"
"https://yt3.ggpht.com/ai9EcW1fmduu1wxlq5sZUhBlQOc1qj7Q6CcP553ivFyKjY1kcwJ97A-RT6GbFjszWl8x_HqpaTU=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@dansanders2002","@dansanders2002","3 years ago (edited)","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgxfaeSVLbpIuFvWMkl4AaABAg","1st comment hahaha. Commenting quicker than Jenny saying she's out","Like","13","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_m1U95GKNz-qMEU2ciGbp7eTQc0DuanoDpEF-NmaREPa_c=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@grandexporter","@grandexporter","2 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgzM0aeviwWdtexgcoB4AaABAg","Haha duncan imagine  this.... He spills some bs story ...He just wanted to smash the  light bulb
..","Like","","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_naWf6hzWLCTwzO9L0cqVkJhRsrPVLuc3h9DAat2MM=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@BTURNER1961","@BTURNER1961","3 years ago (edited)","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgzTGw0vG_lksBtF7XJ4AaABAg","I love this idea.  nothing feels more unsafe for people with poor balance than standing on a ladder, leaning up at an angle with little or nothing to hold onto, and trying to aim for that socket dead on and twist....... then twist,  hoping it does not angle off so you have to untwist and start again tittering on that ladder even more,  then twist and twist....  Its an absolute eternity knowing a fall can break a bone, incapacitate.    Great idea, but that loan/ 'investment' of 40% from the 'angel' is impossible to overcome.","Like","1","Dislike","1 reply","1 reply"
"https://yt3.ggpht.com/twueO3-SDgcjbun7T40NpC7546yYyEaGXJxw4PKMryvXGGT-FwE5P1PKhzI0YGTwWPAUvHk9RBM=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@the-blue-barron2791","@the-blue-barron2791","2 months ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgwAsWMoTLBD-E1Sy594AaABAg","Not such a ""bright idea""","Like","","Dislike","",""
"https://yt3.ggpht.com/Q3VhuTQ5cP3OuElXUiFgkxXqXciKZ5_-Vb5cnda9hH3s3q1yACCGlk6IHtP1iZ2bWxmG_7imiL0=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@MathAdam","@MathAdam","2 weeks ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=Ugzb380gT_8TafPmipp4AaABAg","How many millionaires does it take to change a light bulb?","Like","","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_kUAOwxjFszj2YuHhR9RLA_ubYRCfSfGLbeTpvrlEem7g=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Vegan123","@Vegan123","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgzLQzcZq_foObHwgvR4AaABAg","Magnets - always with the magnets...","Like","","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_l16bAN8oc5R_IQZOpDDrenTaLR5VReBn2Xs1dvm_EvOPM=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@sajjadali2008","@sajjadali2008","1 year ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=Ugxn_Pq7NxCnGg0INEF4AaABAg","James has sometimes not invested due to religious reasons. I feel his loan note would be against Islamic rules too...","Like","","Dislike","",""
"","https://www.youtube.com/@GoodMythicalEeveening","@GoodMythicalEeveening","1 year ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgwOSHWSMuoVoTZHOcN4AaABAg","Couldn't finish watching this. For some reason, his voice and speed in talking makes it difficult for me to understand what he's saying lols.","Like","","Dislike","",""
"","https://www.youtube.com/@TRSF1RACING","@TRSF1RACING","10 months ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgyhcqkP7G-mORX1ycZ4AaABAg&pp=0gcJCSIANpG00pGi","Duncon lol","Like","","Dislike","",""
"","https://www.youtube.com/@ThisBrownGeek","@ThisBrownGeek","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgwuPP7t0ZIYTcJDfDZ4AaABAg&pp=0gcJCSIANpG00pGi","Theo needs to grow up","Like","","Dislike","",""
"","https://www.youtube.com/@jimyjimbob7939","@jimyjimbob7939","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgxSF__RbgX_q3mEy5F4AaABAg","It’s good to see Duncan back and looking well","Like","","Dislike","2 replies","2 replies"
"","https://www.youtube.com/@anubusx","@anubusx","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgymxkHjrxtB_Xzp3vJ4AaABAg","Jenny: I don't like Paris. I'm out.","Like","6","Dislike","",""
"","https://www.youtube.com/@disiamtheillusion","@disiamtheillusion","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgzEB6wXMNAjfVo8Foh4AaABAg","That is a decent idea for people w bad arthritis and neuropathy but his presentation was abysmal","Like","1","Dislike","",""
"","https://www.youtube.com/@fritzstudios8571","@fritzstudios8571","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgwBWWq8KDlXtgT2Vk94AaABAg","Ridiculous product. I'd never buy","Like","1","Dislike","",""
"","https://www.youtube.com/@Toxic4skin","@Toxic4skin","10 months ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgzELL3ddc4N7Arw1hd4AaABAg","Another company more greedy than the Dragons","Like","","Dislike","",""
"","https://www.youtube.com/@jochenheiden","@jochenheiden","2 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgwoqVGGqEAedse4cit4AaABAg","I love James Caan.  So professional and gentlemanly.","Like","3","Dislike","2 replies","2 replies"
"","https://www.youtube.com/@josephthinks296","@josephthinks296","9 months ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgyYQ_izlExg0uB5HFh4AaABAg","Theo the fetus needs his nappy changing","Like","1","Dislike","",""
"","https://www.youtube.com/@rickjamesb.","@rickjamesb.","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgzNqo3okjG56PSL9A94AaABAg","Theo and his unwanted comments are so cringy. The way he went at James Caan there was just for the sake of it, for no real reason smh.","Like","","Dislike","",""
"","https://www.youtube.com/@lisap9423","@lisap9423","1 year ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=Ugy6AfSqzSuyAjeEnUd4AaABAg","The dragons has  the funniest faces when they are disgusting..","Like","","Dislike","",""
"","https://www.youtube.com/@naeemkhan2385","@naeemkhan2385","1 year ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgwQR98Iv23Eq8h2Gvx4AaABAg","Theo has a big mouth","Like","","Dislike","",""
"https://yt3.ggpht.com/nxBzcqsRVYbFrc1Ss981xYycpr6AIAhAQM-U6zDHyYs2t7i9hyQp3zGu7ZWDwh_N7pbJ6EOChQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@GoodMythicalEeveening","@GoodMythicalEeveening","1 year ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgwOSHWSMuoVoTZHOcN4AaABAg","Couldn't finish watching this. For some reason, his voice and speed in talking makes it difficult for me to understand what he's saying lols.","Like","","Dislike","",""
"https://yt3.ggpht.com/99z1EB1yAIk5IIslWQYpeZhg4bSqJOAwJdRFUSaJu5BNdCWpXPmbsFymfFY5sRv4hU3S-tv-iA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@TRSF1RACING","@TRSF1RACING","10 months ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgyhcqkP7G-mORX1ycZ4AaABAg&pp=0gcJCSIANpG00pGi","Duncon lol","Like","","Dislike","",""
"https://yt3.ggpht.com/vS8lHWi4_MhDVDUdn7Vi08zk4-JhvhCGPkqUskPGGahvppvAtNXQgVPqZriWoMnjkBiVPO9ayg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@ThisBrownGeek","@ThisBrownGeek","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgwuPP7t0ZIYTcJDfDZ4AaABAg&pp=0gcJCSIANpG00pGi","Theo needs to grow up","Like","","Dislike","",""
"https://yt3.ggpht.com/ytc/AIdro_mhb0_zMzVxQz-yZW9YJA72-JVuuQu5ahuECH1S4_M=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@jimyjimbob7939","@jimyjimbob7939","3 years ago","https://www.youtube.com/watch?v=P4JfnjxAQLM&lc=UgxSF__RbgX_q3mEy5F4AaABAg","It’s good to see Duncan back and looking well","Like","","Dislike","2 replies","2 replies"
