"style-scope src","yt-simple-endpoint href","style-scope","Account name","yt-simple-endpoint href 2","yt-core-attributed-string","style-scope 2","yt-core-attributed-string 3"
"https://yt3.ggpht.com/yG0JOwwqAQlM91S8eCKnv3ex0r0n6yLNFBcyPM5U00n3D-vJa3lyFxKHpYMyuvk0j7FBR-p8=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@bluescorpling","@bluescorpling","4 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=Ugz_fcIL6khw33akdeZ4AaABAg","‘Your bean is so much better’… I’ve heard that one before.","236","9 replies"
"https://yt3.ggpht.com/ytc/AIdro_k7D2lj-JD3O5REAE0kEtVbJkRpv2FTFn-oTAyR_aSUriMd=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@rebeccasykes3862","@rebeccasykes3862","4 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=UgzQa2PWnhPESV4pLXt4AaABAg","We randomly tried their chickpeas on a punt and were gobsmacked at how good they taste. They're putting some magic ingredient in the water.. new staple in our house!!","190","6 replies"
"https://yt3.ggpht.com/c0Bv_ENdwb6LMMPxKb2CwcpDF9HQ2rEpZjjzMo8JW0V5ViRvTNF5GJARyMz3N7K7LZBZQI2IBA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@milesdoodling1054","@milesdoodling1054","4 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=Ugw1y1uqJK3lWWjDI-x4AaABAg&pp=0gcJCSIANpG00pGi","I find with most entrepreneurs is that their products are kind of average, then they add fancy packaging and accessories, and then they create some grand story and mission statement on how this product is going to cause a revolutionary change. They lose sight of the fact that end of the day, it's just a jar of beans.","389","32 replies"
"https://yt3.ggpht.com/ytc/AIdro_k6tKEfZaUC-VgpuldrGowc9bi57bccOnX7OijcIjM=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@gwheregwhizz","@gwheregwhizz","4 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=UgyvbczFQaGv9uYEEdR4AaABAg","Just what you want, stuck in a lift with four Dragons that have been eating beans.","107",""
"https://yt3.ggpht.com/6HSVcetP0ye9iu4wXw4wvwSXsm-n2CPTQ-5iM6wRp-Rte-wAH5eOb5Nv6lKTBEAJyx8Zm4OlEw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@sebfleebee","@sebfleebee","3 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=UgzE_VpX6pYxAgUkBnx4AaABAg","Their butter beans are so ridiculously delicious, I'm addicted to them.","51",""
"","https://www.youtube.com/@ashleybrooke2087","@ashleybrooke2087","4 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=UgwlYdO6mXCoXzoe1754AaABAg","I'm rather disappointed that she could discuss her product line without insulting the Spaniards in some way","163","9 replies"
"","https://www.youtube.com/@JonnyBefull","@JonnyBefull","3 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=Ugzl0yvw0149cWDGQ-Z4AaABAg","I actually had these beans the other day. They are pretty good","71",""
"","https://www.youtube.com/@higherfrequencies4656","@higherfrequencies4656","4 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=Ugxz842BiaHUits6aN54AaABAg","""How am I going to celebrate? With a bowl of beans probably"" whattt","32",""
"","https://www.youtube.com/@theequalizer3330","@theequalizer3330","4 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=UgzfwbCJviqnPFiAHdp4AaABAg","Deborah undervalues herself in this one, she should of went 10%","38","3 replies"
"","https://www.youtube.com/@chiquicat1","@chiquicat1","3 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=Ugz_o_1bKw0at1Dtnbd4AaABAg","I’m terrified of the farts that would follow all these beans being digested","37","7 replies"
"","https://www.youtube.com/@Mick-Ozz","@Mick-Ozz","3 months ago (edited)","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=UgxMfkFxU8yr550Jok14AaABAg","I totally get this experience, the same thing happened to me some decades back. Bought a jar of Cannelloni beans from a Spanish corner shop in Germany and was blown away at how good they tasted.. then went on a mission to try beans from various places and realised that most supermarket sold ones are sub-standard in terms of taste and texture. I love a simple 'no cook' Tapas made with beans, Tuna, onions, Olive oil,  vinegar and salt and pepper, totally delicious.","10",""
"","https://www.youtube.com/@Artieoctopus","@Artieoctopus","3 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=Ugy1pdFTEcwGL_ELZq94AaABAg","Deborah: So your beans are good?
Amelia: Yes
Deborah: But all beans are good?
Amelia: Yes
Deborah: Okay. So you’re saying your company is good. Got it","5",""
"","https://www.youtube.com/@litaford6898","@litaford6898","4 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=UgzJ3xxNOj1ErOziTXJ4AaABAg&pp=0gcJCSIANpG00pGi","This beans is in other countries in the shops in jars, and is delicious for salads and garnish, mixed with some spring onions, salt and vinegar, you just can’t stop eating it!","22",""
"","https://www.youtube.com/@kimgoodfellow8444","@kimgoodfellow8444","2 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=UgxG5XMoeX-2k_rJC4p4AaABAg","I’m obsessed with these especially the smoked chilli butter beans. Yum","3",""
"","https://www.youtube.com/@ncfungirl209","@ncfungirl209","2 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=UgzJ1-tPaeuoWr8QNb14AaABAg","These are the best beans in the world!!! Cant even describe it but it is so much different from normal tinned beans, yes they are expensive but the price is justified","4",""
"","https://www.youtube.com/@Mikey-pi5mj","@Mikey-pi5mj","4 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=UgzYXGYhhr_qBn4rRg94AaABAg","She nailed that pitch","34","1 reply"
"","https://www.youtube.com/@Nicolasgusso","@Nicolasgusso","4 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=Ugzm5IZx7idIbfQsahl4AaABAg","""What do we do with it?"" Lady, hear me out: there is this thing called ""Feijoada"" here in Brazil, no need to to anything else with it","14",""
"","https://www.youtube.com/@BobbyManford123","@BobbyManford123","3 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=UgzqGjhGhxjLENpVuwh4AaABAg","Bought these yesterday, they really are the best beans I’ve tasted","5",""
"","https://www.youtube.com/@SlamdalfTheGrey","@SlamdalfTheGrey","4 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=Ugy8TEB-okItU1IGHEd4AaABAg","I'm with you there Mr. Jones lol","9",""
"","https://www.youtube.com/@dteezle","@dteezle","1 month ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=Ugxr8xUiFekj77NjC_p4AaABAg","the cookbook is amazing, beans are brilliant and so versatile. So many healthy and incredibly tasty recipes can be done with beans.","1",""
"https://yt3.ggpht.com/ytc/AIdro_m5MCrQawf2euYY05d_Oc8FRiH1-L6ip-jE8VL_2YLAGg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@ashleybrooke2087","@ashleybrooke2087","4 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=UgwlYdO6mXCoXzoe1754AaABAg","I'm rather disappointed that she could discuss her product line without insulting the Spaniards in some way","163","9 replies"
"https://yt3.ggpht.com/ytc/AIdro_lQZiDfjgGT-z3tXZ1NxqWwX4dY6rNrTq52ddW-w2E=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@JonnyBefull","@JonnyBefull","3 months ago","https://www.youtube.com/watch?v=JITbFrFLj6k&lc=Ugzl0yvw0149cWDGQ-Z4AaABAg","I actually had these beans the other day. They are pretty good","71",""
