"style-scope src","yt-simple-endpoint href","style-scope","Account name","yt-simple-endpoint href 2","yt-core-attributed-string","style-scope 2","yt-core-attributed-string 3","yt-core-attributed-string 4","yt-core-attributed-string 5"
"https://yt3.ggpht.com/ytc/AIdro_kD1U_1e-ATU00Kw0RMxEluFpU1xO4M6ENKZNYOr3Ef_fA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@livviebrundle","@livviebrundle","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwB9EOR-ueaipJH6Cd4AaABAg","...and yet none of them, not even peter mentioned how cereal bars are a thing... much simpler to eat on the go, as well...","60","8 replies","8 replies","8 replies"
"https://yt3.ggpht.com/ytc/AIdro_nK3YFUBHHrk5wyFX1xy9sseNhYN8-gEW76eqBJ4_yzOq0=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@pmphoto","@pmphoto","1 year ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgytYdlYfa-uom056sN4AaABAg","Everytime i see Piers and Kelly I cant help feeling they have the charisma of an ingrown toenail.","2","","",""
"https://yt3.ggpht.com/ytc/AIdro_neDtOCVia4dyoQMnRCJQDmuSZBD_LEYdjOKzB_Dg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@archangel6415","@archangel6415","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgyH1I1NgoDasyxdb554AaABAg","These are the kinds of interactions and resulting deals that make this program simply beautiful. Never fails to put a smile in my face. Every blessing on you guys.","42","","",""
"https://yt3.ggpht.com/ytc/AIdro_ngFbLt01KPo-Mae2nL1WemZuxUBfZH5tqrY0gCgNGRUQk=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@dr.andersonsghost4315","@dr.andersonsghost4315","4 years ago (edited)","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugw7_kBCTKGDowBBEGl4AaABAg","Annie reminds me of Cillian Murphy.","31","1 reply","1 reply","1 reply"
"https://yt3.ggpht.com/ytc/AIdro_mnbtK3tljHk0j7dnnfkw-MgQEYKeoXwtgwtKvE3OLK-g=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@tarawalsh-arpaia3928","@tarawalsh-arpaia3928","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugy4ICyzQroKZTsXGdt4AaABAg","This is soooooo easy to make. It gets costlier the more lux you want it but the core ingredients like oats, linseed, millet flakes etc are mixed with a touch of syrup (healthy options or even simple golden syrup) and baked till brown and crunchy. When I make it, I make a huge batch with toasted nuts (cashew, almond, pine nuts, etc), sesame seeds, toasted coconut flakes... whatever I want and it lasts for ages but for the fact that everyone eats it it so fast. The nuts can make it more costly but really if you go for it and make a big batch, you will have it for breakfast, snack handfulls and anything else you want for ages. Of course, you can make a gluten free variety. I just haven't. My mother made it all the time when we were children. It's a 1970s staple.","22","","",""
"https://yt3.ggpht.com/ytc/AIdro_ktcEJe1xx-qB9xDSWJ6S6BCGZlDvrpQqu1BCu1gOu_ug=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@James-miller","@James-miller","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwOQQUNGxaMKLTmsLt4AaABAg&pp=0gcJCSIANpG00pGi","Am I the only one that thought the branding was rubbish I’d walk straight past it in a supermarket without even noticing a white box with spoon written on it","6","2 replies","2 replies","2 replies"
"","https://www.youtube.com/@AdamBechtol","@AdamBechtol","1 year ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwZZGpFRSgmJ4c7_Yx4AaABAg","Curious elevator hug, the way he quickly checks the camera and ducks his head out of the way last minute. ehh","1","","",""
"","https://www.youtube.com/@Nick-gk6hj","@Nick-gk6hj","1 year ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugw89YNRsNh6Lqp8Srd4AaABAg","So, the guy is her sister's boyfriend?  Yeah, not for long.","2","","",""
"","https://www.youtube.com/@msc8090","@msc8090","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxWM0bCw8IZO23A0Xd4AaABAg","Kelly just has this poshy upperclass way of saying things. The other dragons (that have way higher net worth than her) just seem so normal while she sounds bored all the time. I like Pierce way more, ngl.","27","2 replies","2 replies","2 replies"
"","https://www.youtube.com/@WobblesandBean","@WobblesandBean","4 years ago (edited)","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxVWh5oyv66omG7JyN4AaABAg","""Luxury cereal"". That's a new one. What, are the cornflakes studded with gold leaf instead of little crunchy bits?","12","1 reply","1 reply","1 reply"
"","https://www.youtube.com/@AustinNooe","@AustinNooe","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugz11zFU3WRTi4yUamx4AaABAg&pp=0gcJCSIANpG00pGi","Pulling an all-nighter for a work project so guess who's early to Dragons' Den!","19","4 replies","4 replies","4 replies"
"","https://www.youtube.com/@patrickinsulani","@patrickinsulani","5 months ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugw6qBvddd7c0dWouCB4AaABAg","Great product. Good looking people. Wonder how sister looks like.","1","","",""
"","https://www.youtube.com/@mimi3981","@mimi3981","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgyveEGtw1VSL7WxTmR4AaABAg","I have checked their prices 19£ for cereal? Nah thanks","17","2 replies","2 replies","2 replies"
"","https://www.youtube.com/@montelvontaviouspore","@montelvontaviouspore","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxUvxbN9qOtyQTkIx94AaABAg","I hope their pitch doesn't crumble","27","1 reply","1 reply","1 reply"
"","https://www.youtube.com/@alexainsworthmusic","@alexainsworthmusic","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugxbc0EHEaqR13ftEy94AaABAg","Looks nice but am I the only one who just can't be bothered with all these breakfast cereals and still prefers the good old banana","6","","",""
"","https://www.youtube.com/@charlisays","@charlisays","3 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugz1sK-KTCUbQ1RmkcZ4AaABAg&pp=0gcJCSIANpG00pGi","All I can see is POO on the left side of their poster. Can't unsee.","1","","",""
"","https://www.youtube.com/@Andyrescuehound","@Andyrescuehound","4 years ago (edited)","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwOmoWCBnvR_cZeQEh4AaABAg","Has he noticed that gf's sister is well fit.","42","1 reply","1 reply","1 reply"
"","https://www.youtube.com/@Jack-nz7td","@Jack-nz7td","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgyPiJBQuTohwbfVN6h4AaABAg","She's 100% noshing him off","2","","",""
"","https://www.youtube.com/@simondavis8300","@simondavis8300","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzEoBX8nt0gbCKe9754AaABAg","Deborah didn't look that pleased lol. I think she wanted it all by herself, but knew that Peter might well win","6","","",""
"https://yt3.ggpht.com/ytc/AIdro_kbDKM2G1-EUCzwWPKCr8GcynX0dXCUwgUQ-B2fSZKXK8uG=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@AdamBechtol","@AdamBechtol","1 year ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwZZGpFRSgmJ4c7_Yx4AaABAg","Curious elevator hug, the way he quickly checks the camera and ducks his head out of the way last minute. ehh","1","","",""
"https://yt3.ggpht.com/ytc/AIdro_nU_mvNGxMx5MLhGPdPGyrSFeIY-Oy6HGFokABng6M=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Nick-gk6hj","@Nick-gk6hj","1 year ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugw89YNRsNh6Lqp8Srd4AaABAg","So, the guy is her sister's boyfriend?  Yeah, not for long.","2","","",""
"https://yt3.ggpht.com/ytc/AIdro_lUKHhldJ8H6m2-CJj2pGDtfcXC-vdMgXMm7dwXFiA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@msc8090","@msc8090","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxWM0bCw8IZO23A0Xd4AaABAg","Kelly just has this poshy upperclass way of saying things. The other dragons (that have way higher net worth than her) just seem so normal while she sounds bored all the time. I like Pierce way more, ngl.","27","2 replies","2 replies","2 replies"
"https://yt3.ggpht.com/ytc/AIdro_mrOldgF8c2VrLsMMcDTufbgPkqsTiVp_BkaxnS517ZPKEH=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@WobblesandBean","@WobblesandBean","4 years ago (edited)","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxVWh5oyv66omG7JyN4AaABAg","""Luxury cereal"". That's a new one. What, are the cornflakes studded with gold leaf instead of little crunchy bits?","12","1 reply","1 reply","1 reply"
"https://yt3.ggpht.com/ytc/AIdro_mpSL3lNaRbVQJ7Sna2CefywR6YgXHabbWTFSrkHCRnLq8m=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@AustinNooe","@AustinNooe","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugz11zFU3WRTi4yUamx4AaABAg&pp=0gcJCSIANpG00pGi","Pulling an all-nighter for a work project so guess who's early to Dragons' Den!","19","4 replies","4 replies","4 replies"
"https://yt3.ggpht.com/Lm-uNvhT1QxFkaMlCpvnZsXCkCRUT_3Q_dxmUFmJpLyI5VOKBWzlC_uvKo5FWsbOiEG-XEBKSEQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@patrickinsulani","@patrickinsulani","5 months ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugw6qBvddd7c0dWouCB4AaABAg","Great product. Good looking people. Wonder how sister looks like.","1","","",""
"https://yt3.ggpht.com/ytc/AIdro_nkmd1I0Qpg52kdwopYRXxqxKR8zky2NRxn6WLTXkM=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@mimi3981","@mimi3981","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgyveEGtw1VSL7WxTmR4AaABAg","I have checked their prices 19£ for cereal? Nah thanks","17","2 replies","2 replies","2 replies"
"https://yt3.ggpht.com/uHj60ynvPHHXy_k814X4YGEoKVLnu-NyzH2mcGRu_IkMoq0SIGBCMnyHK2bNhcXLmWJOnZ1R6Q8=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@alexainsworthmusic","@alexainsworthmusic","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugxbc0EHEaqR13ftEy94AaABAg","Looks nice but am I the only one who just can't be bothered with all these breakfast cereals and still prefers the good old banana","6","","",""
"https://yt3.ggpht.com/tV2deZddCDv_Vm0r5t0Uqc7d6iVYacoISH9bP6D9CfbfqpXDdf63U0-SVGImwNNW7HFYdPXV1g=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@charlisays","@charlisays","3 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugz1sK-KTCUbQ1RmkcZ4AaABAg&pp=0gcJCSIANpG00pGi","All I can see is POO on the left side of their poster. Can't unsee.","1","","",""
"https://yt3.ggpht.com/WchA1-hUp3_BFLsrr6j5e0oemZvw4rqxDb2nv2TjdIs7mmVZlD8nBlTisI0a3fWVAF5BO_7z=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Andyrescuehound","@Andyrescuehound","4 years ago (edited)","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwOmoWCBnvR_cZeQEh4AaABAg","Has he noticed that gf's sister is well fit.","42","1 reply","1 reply","1 reply"
"https://yt3.ggpht.com/ytc/AIdro_mQpMZXO_ak12CLoMlrIB-weCJ9zsE0k_1QP6EbEPw1M68=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Jack-nz7td","@Jack-nz7td","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgyPiJBQuTohwbfVN6h4AaABAg","She's 100% noshing him off","2","","",""
"https://yt3.ggpht.com/ytc/AIdro_kJt7XGX5T9dnf6sbiqOvSSxo73hyeg7s5Hj5UAuP_qsrU=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@simondavis8300","@simondavis8300","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzEoBX8nt0gbCKe9754AaABAg","Deborah didn't look that pleased lol. I think she wanted it all by herself, but knew that Peter might well win","6","","",""
"https://yt3.ggpht.com/ytc/AIdro_l-sTb0TDAUjJSzXF0YMIxm-GPOSJ-JBJhTfq0RFjZ6wBnYWdvZDSMmBi5u9Ay9p1Dp1Q=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@saltamonte777","@saltamonte777","2 months ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxZGRb1ysdbDkXjf8x4AaABAg","Looks like they’re still in business, good for them. It’s a tough, competitive space to be in.","","","",""
"https://yt3.ggpht.com/ytc/AIdro_kCLCXQvozDc2aDjfMH4RTjid0FtjqtoClap8YfoJ-ahdc=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Huss898","@Huss898","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwK4VOMW_k1j79K8oN4AaABAg","Nice to see that Lana Rhoades is pursuing entrepreneurship.","11","","",""
"https://yt3.ggpht.com/ytc/AIdro_lrtPN-O6NZBkGHlc_fG0BiVsrAI1G7ofdETwEp9erpzQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@shnosmas","@shnosmas","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwPMdhL6BDFuwFyT8h4AaABAg","is noone gonna mention that, for the most important meeting of her life she chose to wear a plain T-shirt?","6","1 reply","1 reply","1 reply"
"https://yt3.ggpht.com/8T63sTSzfA2D4iMxqbCMXZIX8HT10poWydnl5zEQUYVIpuC9hb0ZBgZIGwe8SGYLlTDkKwuaMA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@soroushm9820","@soroushm9820","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxxFHUd9yBZOO83UB14AaABAg","Packaging really does make a difference!","12","1 reply","1 reply","1 reply"
"https://yt3.ggpht.com/5n15HGCwuBYLu8yZWpMp294xDmsY_wZ_M7LXFpuB3rJfSzeBVIAcsuMPzMsZe5l9ygQEB70s=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@lotsofspots","@lotsofspots","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugz8JUm7bxxeu1enuFd4AaABAg","""it's crunch time"".","4","groan","",""
"https://yt3.ggpht.com/m7rsO1veCqSY36SZ8yHjbnhcg3GSLUJSXPhuXiGMsD44aRdY_JwzVgjux5QmLAaPpGs8i9PFfFU=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@EvoFreddy","@EvoFreddy","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzXtHS60dHS5bqbxYh4AaABAg","She is Beautiful!!","28","1 reply","1 reply","1 reply"
"https://yt3.ggpht.com/ytc/AIdro_kkZF9SyMsbfZ8jICB18uARw5o_1diUYY19AY9AFvw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@anandashani9923","@anandashani9923","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzxNGmfyAuwBBaRDkt4AaABAg","Well, I love the fact that Debra and Peter shook hands to help the fledgling business grow..","44","4 replies","4 replies","4 replies"
"","https://www.youtube.com/@neilpa","@neilpa","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgybErW1ci4OBhjOelV4AaABAg","Oh for goodness sakes, where's Jenny???? Never in when you need her.....","5","","",""
"","https://www.youtube.com/@JCstock","@JCstock","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwcE4stNgpDohfZhTR4AaABAg","""Luxury cereal"" 
Wot.","2","","",""
"","https://www.youtube.com/@Obaileileri","@Obaileileri","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgykW_BwA7mKuBv3bC14AaABAg","Once Peter invests debra loves too as well","2","","",""
"","https://www.youtube.com/@pippipster6767","@pippipster6767","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgyAiFncE1dnj0dmljt4AaABAg","How are you living at the moment?

Well my girlfriends sister is also letting me use her bed.","26","1 reply","1 reply","1 reply"
"","https://www.youtube.com/@alwynbth1","@alwynbth1","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxWBvGgDFlJKlOCP-R4AaABAg","Spoon cereal is the only cereal that is great for my gluten intolerance!","4","","",""
"","https://www.youtube.com/@robindebondt4643","@robindebondt4643","2 months ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugx-Bc8pjTPgBhKNsAN4AaABAg","Deborah always is quiet until the end if she's interested. While frowning on comments of the other Dragons. Lmao.","","","",""
"","https://www.youtube.com/@mujahid4488","@mujahid4488","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzQ9iUA4yh4K1DuUVF4AaABAg","Jenny: I love this idea I think we can make tons of money and my grandson loves to eat cereal and for that reason IM OUT!!","20","1 reply","1 reply","1 reply"
"","https://www.youtube.com/@laganas2008","@laganas2008","7 months ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgyG6aXIJDI_h6FzRbV4AaABAg","Piers giving daggers!","","","",""
"","https://www.youtube.com/@theovolz3073","@theovolz3073","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugw9qGnqSfhy5XYCiVl4AaABAg","Peter looks SO sour in this episode. It’s like he just doesn’t want to be there.","4","","",""
"","https://www.youtube.com/@jommydavi2197","@jommydavi2197","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugw9TlJbm0f7ImNxvfh4AaABAg","How's that good packaging when it's literally just a word on a white paper bag?","19","1 reply","1 reply","1 reply"
"","https://www.youtube.com/@aidankelly840","@aidankelly840","1 year ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwEqT_1X6L-lbGivhd4AaABAg&pp=0gcJCSIANpG00pGi","He can have 2 sisters now","1","","",""
"","https://www.youtube.com/@sire5582","@sire5582","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwOCfvUh6d4pXg3ztB4AaABAg","Wonder how they came up with that name..","13","3 replies","3 replies","3 replies"
"","https://www.youtube.com/@LMPDragon","@LMPDragon","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgznYxP4LlRUZbQpDP54AaABAg","Anyone wondering, the company is still going pretty strong.  They have a functioning website and a bunch of stockists around the UK.","26","2 replies","2 replies","2 replies"
"https://yt3.ggpht.com/wbj62ydZ4uIakGx83M0on-AFHf_uxPz7nkWfr7Mjsg6gx9J5MAdHCOGx2r75qNG4ye3aeJLQ6w=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@JCstock","@JCstock","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwcE4stNgpDohfZhTR4AaABAg","""Luxury cereal"" 
Wot.","2","","",""
"https://yt3.ggpht.com/skW5oo-KK7zpAeZOpJhckwFP72LoHOP7lwr875FXbw47kfon8oDWJjlzJ1HTC51OkyEbv7O_owU=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Obaileileri","@Obaileileri","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgykW_BwA7mKuBv3bC14AaABAg","Once Peter invests debra loves too as well","2","","",""
"https://yt3.ggpht.com/ytc/AIdro_nqZcHDN1cnkQNaut3CfFtpDVo3PQ5sKopJHiiIN_Qnaw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@pippipster6767","@pippipster6767","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgyAiFncE1dnj0dmljt4AaABAg","How are you living at the moment?

Well my girlfriends sister is also letting me use her bed.","26","1 reply","1 reply","1 reply"
"https://yt3.ggpht.com/ytc/AIdro_mThuo9v8KJ5tr75keJtsiWpHS9HetEmgluXmON7efzTSQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@alwynbth1","@alwynbth1","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxWBvGgDFlJKlOCP-R4AaABAg","Spoon cereal is the only cereal that is great for my gluten intolerance!","4","","",""
"https://yt3.ggpht.com/ytc/AIdro_kXCi2Fmum21o8d49oIbKGtgt5HGnJR3DYOhNezf7uW_XU=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@robindebondt4643","@robindebondt4643","2 months ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugx-Bc8pjTPgBhKNsAN4AaABAg","Deborah always is quiet until the end if she's interested. While frowning on comments of the other Dragons. Lmao.","","","",""
"https://yt3.ggpht.com/3rjfdek9PdDWJL22aGBre7HOCmhFWRa1-LHKN7p_FjAl-wlj8MY82ol4oROw1LIbnepSIv2ITg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@mujahid4488","@mujahid4488","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzQ9iUA4yh4K1DuUVF4AaABAg","Jenny: I love this idea I think we can make tons of money and my grandson loves to eat cereal and for that reason IM OUT!!","20","1 reply","1 reply","1 reply"
"https://yt3.ggpht.com/ytc/AIdro_m1jkxu8p0nXRvq504D0EPgLsfrLs98o8SzQAXP_Y7s0Q=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@laganas2008","@laganas2008","7 months ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgyG6aXIJDI_h6FzRbV4AaABAg","Piers giving daggers!","","","",""
"https://yt3.ggpht.com/ytc/AIdro_nIey5nCFRioyOhhrahyuEqomNJCxe8dkxL7lFCU7Q=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@theovolz3073","@theovolz3073","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugw9qGnqSfhy5XYCiVl4AaABAg","Peter looks SO sour in this episode. It’s like he just doesn’t want to be there.","4","","",""
"https://yt3.ggpht.com/ytc/AIdro_mDBYplbbf_USerEaiFd8M4_Lb9pbcUUtPDR70S6Q48ZA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@aidankelly840","@aidankelly840","1 year ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwEqT_1X6L-lbGivhd4AaABAg&pp=0gcJCSIANpG00pGi","He can have 2 sisters now","1","","",""
"https://yt3.ggpht.com/ytc/AIdro_kLTHZVxIgp6HgQ0kuLwE7Cm-qMBHqrFStqRU6mx4I1nw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@sire5582","@sire5582","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwOCfvUh6d4pXg3ztB4AaABAg","Wonder how they came up with that name..","13","3 replies","3 replies","3 replies"
"https://yt3.ggpht.com/ytc/AIdro_mUF9fLH3iXn38Aesp2QzV7IqHEyiwYX8EOumCr3a8ZdFI=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@LMPDragon","@LMPDragon","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgznYxP4LlRUZbQpDP54AaABAg","Anyone wondering, the company is still going pretty strong.  They have a functioning website and a bunch of stockists around the UK.","26","2 replies","2 replies","2 replies"
"https://yt3.ggpht.com/ytc/AIdro_ltIu98QW9aVmbqVxBW_IQi0xR-vFgzH-Rl4Tsb2VD6G1NqCdIv6pqabuAAW4pBrhtoAw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@joshplayz474","@joshplayz474","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugz2hY9zbdFlFG02DEV4AaABAg","Nice cereal company but dammm Annie slide me dem digits girll","8","","",""
"https://yt3.ggpht.com/ytc/AIdro_lT8Qu4LCD_pf9EwiAYpLW0gk_IeN8X9SN8VrwEe_FldWB8_Tdy3pM5DhTGCs4a8PJ_Cg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@johnlarkin3821","@johnlarkin3821","6 months ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgyoILFHrZVbAgdoXSl4AaABAg","Perer Jones harping on about Levi yet  again ...","","","",""
"https://yt3.ggpht.com/ytc/AIdro_lSBTd7TQPjpn_r68-129EQJGyy50IJNHuyEkqVbEJYjw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@stephenjones101","@stephenjones101","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzCP7LW84vI8VfqxZB4AaABAg","""Spoon"" is good branding? What's next? ""Fork""? Then ""Knife""?

I wouldn't think Spoon could be trademarked.","8","1 reply","1 reply","1 reply"
"https://yt3.ggpht.com/ytc/AIdro_kc1hrLtNRuXWclCl8on9p3KshGiJ6hZNVzydkcGVlxtw0=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@jackierussell1882","@jackierussell1882","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxHuupx2l7jknXW5x14AaABAg","Baked tattie....tuna onion & mayonaisse...wee bit of side salad
Jist before anyone asks...","4","","",""
"","https://www.youtube.com/@ruthiemay423","@ruthiemay423","3 years ago (edited)","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugxqb8jB4O9R7Uvemu14AaABAg","Where is the discussion about relationship breakdown? That could make this business  crumble! Jus sayin...","2","","",""
"","https://www.youtube.com/@VanDiemen1600","@VanDiemen1600","3 months ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwKm6QgFGCZQEi_Mn54AaABAg&pp=0gcJCSIANpG00pGi","So that guy is in business with his girlfriend's very attractive sister, and working alongside her every day? What could possibly go wrong!","","","",""
"","https://www.youtube.com/@Timbo6669","@Timbo6669","10 months ago (edited)","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwYTHniqOHicc9wQxB4AaABAg&pp=0gcJCSIANpG00pGi","I just checked today how much a pack of spoon was; if I was to purchase it in Australia:- it’s $50.
For cereal.

Lol","","","",""
"","https://www.youtube.com/@OhElvira","@OhElvira","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugyq5898XoTxm07_xhB4AaABAg","Is there a segment where he doesn’t talk about Levi?","2","","",""
"","https://www.youtube.com/@anunusualironiccircumstanc2246","@anunusualironiccircumstanc2246","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzRNfo1IRKVZr6eBNp4AaABAg","I’m getting Henry Cavil/ Ted bundy looks from him, and Alexandria Daddario looks from her.","2","","",""
"","https://www.youtube.com/@Underagechicken","@Underagechicken","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwqElx_dNz331Ilk-l4AaABAg","Tune into next week cause it's a serial","2","","",""
"","https://www.youtube.com/@Itisfinished.","@Itisfinished.","2 months ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugw20H7acBCll5zAeeR4AaABAg","Johnnie is out but Annie would get the corn dog","","","",""
"","https://www.youtube.com/@True-crime-tales101","@True-crime-tales101","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxZJFyDcGI1swCkWUx4AaABAg","granola isnt healthy","3","","",""
"","https://www.youtube.com/@trakrekkid","@trakrekkid","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxWej0GZrpRGTttBBB4AaABAg","Of course Kelly is gluten intolerant","24","3 replies","3 replies","3 replies"
