"style-scope src","yt-simple-endpoint href","style-scope","Account name","yt-simple-endpoint href 2","yt-core-attributed-string","style-scope 2","yt-core-attributed-string 3","yt-core-attributed-string 4","yt-core-attributed-string 5"
"","https://www.youtube.com/@michaellynn9763","@michaellynn9763","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzTk8XMG2urFQgf2494AaABAg","Want to be a Dragon? Absolutely, what’s the criteria? Deep voice, everything allergies, unable to smile and no facial muscles. Kelly Hoppen: I’m in!!","6","","",""
"","https://www.youtube.com/@jake123pn","@jake123pn","3 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzfetNz83vdfOddSTd4AaABAg","She's definitely his side peice","7","","",""
"","https://www.youtube.com/@Digzitify","@Digzitify","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugw5SxP2OXyh8Htugft4AaABAg","Nobody gonna mention how Johnny looks like Henry Cavill if you ordered him on Wish.","1","","",""
"","https://www.youtube.com/@HedgeConnectFX","@HedgeConnectFX","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugy0VbjU3fyyV5rnY5V4AaABAg","What happened to revenue projections ?","2","","",""
"","https://www.youtube.com/@nhlakaniphontuli5966","@nhlakaniphontuli5966","4 years ago (edited)","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxvjU2Zn6dsdFmOXh94AaABAg","She's cute.
Debra and Peter and really smart.
Peter - First to speak and uncovers the flaws of the business. Then wait for all the reject the entrepreneurs while thinking, and finally makes an offer.
Debra- Sit still and quiet, listening to other investors, while thinking of how she can make an impact in the business and finally makes an offer.","10","","",""
"","https://www.youtube.com/@rosyvision","@rosyvision","1 year ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzXMwRSVdbwIy7QKil4AaABAg","Eating my cereal while I watch this.","","","",""
"","https://www.youtube.com/@laurellejoseph4223","@laurellejoseph4223","1 year ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugx5PR8J2kKI5k-cJzp4AaABAg","Definitely with her","1","","",""
"https://yt3.ggpht.com/ytc/AIdro_kL7daW0mm9R_yCcc_-7ACB2lV35Z9XJTxD7SZFJYjPcFkWqZ4sFO5qPsN-v2vqL0FIzQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@VanDiemen1600","@VanDiemen1600","3 months ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwKm6QgFGCZQEi_Mn54AaABAg&pp=0gcJCSIANpG00pGi","So that guy is in business with his girlfriend's very attractive sister, and working alongside her every day? What could possibly go wrong!","","","",""
"https://yt3.ggpht.com/ZeIYxzXKYBYKxCggjLsANlzjFno9LMO2QwMBgsBef_7DbOM1BroP1C6orSvOGUH_-ssJLqa9=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Timbo6669","@Timbo6669","10 months ago (edited)","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwYTHniqOHicc9wQxB4AaABAg&pp=0gcJCSIANpG00pGi","I just checked today how much a pack of spoon was; if I was to purchase it in Australia:- it’s $50.
For cereal.

Lol","","","",""
"https://yt3.ggpht.com/ytc/AIdro_m8b-cqFSj9aVtB6zeRZrc13hyU2NpKZ5yhUESWAZ6isQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@OhElvira","@OhElvira","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugyq5898XoTxm07_xhB4AaABAg","Is there a segment where he doesn’t talk about Levi?","2","","",""
"https://yt3.ggpht.com/qsu4coHNxRovH1UHxvBZK0-ZHth6xPdl8gLLXiGDzKjw1LliRoxLuNexopmr_cxq53j-TzBP=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@anunusualironiccircumstanc2246","@anunusualironiccircumstanc2246","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzRNfo1IRKVZr6eBNp4AaABAg","I’m getting Henry Cavil/ Ted bundy looks from him, and Alexandria Daddario looks from her.","2","","",""
"https://yt3.ggpht.com/jgPwdMKXCuU8buQwBZirKH6XC84FlM_bPKbfUY2u0jlFDp-4vJcYW3-hFk9VWfWAClxecZsb3w=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Underagechicken","@Underagechicken","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwqElx_dNz331Ilk-l4AaABAg","Tune into next week cause it's a serial","2","","",""
"https://yt3.ggpht.com/BwGn64lgi4nZfm3WGKZrArQSQbXxWQv_jYbIGKyaCZNq1qpn_BtaZ4bQyTC8AtuTxYInKb6Xbg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Itisfinished.","@Itisfinished.","2 months ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugw20H7acBCll5zAeeR4AaABAg","Johnnie is out but Annie would get the corn dog","","","",""
"https://yt3.ggpht.com/wzIIZRiIKl7sRMIJt5puoHXp18D-VWNSuum0fLqmLMKYkIgdbkmItPA9u8wsud1VxHTT6fwtaw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@True-crime-tales101","@True-crime-tales101","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxZJFyDcGI1swCkWUx4AaABAg","granola isnt healthy","3","","",""
"https://yt3.ggpht.com/ytc/AIdro_m_psd6KSs_v6C2h86VVpDbkoNGTTfEPWLUB-jT9CE=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@trakrekkid","@trakrekkid","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxWej0GZrpRGTttBBB4AaABAg","Of course Kelly is gluten intolerant","24","3 replies","3 replies","3 replies"
"https://yt3.ggpht.com/KNuGVRc3XCb4DiL_eqPCGIBrdj3JD0KpS50s4REyoWf-xOxnDcHn6a49ndtJkS0Kq9BBX2JlfA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@jake123pn","@jake123pn","3 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzfetNz83vdfOddSTd4AaABAg","She's definitely his side peice","7","","",""
"https://yt3.ggpht.com/ytc/AIdro_nM7FOagbCzNOytthL34oPksROzUaEJML-b_gI5usofgOQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Digzitify","@Digzitify","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugw5SxP2OXyh8Htugft4AaABAg","Nobody gonna mention how Johnny looks like Henry Cavill if you ordered him on Wish.","1","","",""
"https://yt3.ggpht.com/ytc/AIdro_k7hMw3fm93w3_LoiQkAtT54rBRQrSe6QSVv77ZAgo=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@HedgeConnectFX","@HedgeConnectFX","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugy0VbjU3fyyV5rnY5V4AaABAg","What happened to revenue projections ?","2","","",""
"https://yt3.ggpht.com/ytc/AIdro_moUQ6O-dbdhH8PfLdfgyMxHL8oMjrK4-ubpZykLZuXGy8=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@nhlakaniphontuli5966","@nhlakaniphontuli5966","4 years ago (edited)","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxvjU2Zn6dsdFmOXh94AaABAg","She's cute.
Debra and Peter and really smart.
Peter - First to speak and uncovers the flaws of the business. Then wait for all the reject the entrepreneurs while thinking, and finally makes an offer.
Debra- Sit still and quiet, listening to other investors, while thinking of how she can make an impact in the business and finally makes an offer.","10","","",""
"https://yt3.ggpht.com/7agSeGnVO5gvH8j57zkWkZPPr5gyDAZd6tQiCHHyp6J-16o-D5lLvdoZo6eY9pll3LGNv3Zzvg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@rosyvision","@rosyvision","1 year ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzXMwRSVdbwIy7QKil4AaABAg","Eating my cereal while I watch this.","","","",""
"https://yt3.ggpht.com/ytc/AIdro_l_XlTOl0zNHio_cnVHxs5WcpyOtu6pxKERYGOUFSTgOJ0=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@laurellejoseph4223","@laurellejoseph4223","1 year ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugx5PR8J2kKI5k-cJzp4AaABAg","Definitely with her","1","","",""
"https://yt3.ggpht.com/ytc/AIdro_kI0ozsap1cllv_nOftAqt1L53vYmCNJ15-YYKNMw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@moogleking","@moogleking","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugw9aBH4a4ztHAxuyuN4AaABAg","Debora and Peter get along like 2 peas in a pod lol","2","","",""
"https://yt3.ggpht.com/ytc/AIdro_n9qFPGIVDRa0D3t-NY_PAnd1O1RfUMF_0jkAi3_Qk=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@danrichmond5405","@danrichmond5405","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzF5UODy25KKdxvPtd4AaABAg","Of course Kelly is gluten intolerant. So on-brand","4","","",""
"https://yt3.ggpht.com/ytc/AIdro_nR9MxIcuEP_TA-ZBLLP90x5QueERrfB_U8mDXmzkc4mz8=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@adz4681","@adz4681","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgyJ1CkeG_8Zq6-X_ll4AaABAg","If there’s one thing I hate it’s when people like this don’t have negotiating skills and give a counter offer, like what have you got to lose from asking?️ they could of at least moved it down by 10%, 5% at least","2","","",""
"https://yt3.ggpht.com/ytc/AIdro_k0z2hMAS1izoGnz7KNAq9il1PUqYG3XVyyp4hBkG8=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@lukebignell7846","@lukebignell7846","4 years ago (edited)","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwAC7X-Iph-ECm3cbF4AaABAg","Private school boy and his side kick completely clueless. Got rescued by the dragon investment","15","2 replies","2 replies","2 replies"
"https://yt3.ggpht.com/ytc/AIdro_knph7GAi-tz5ifTweQjC-S8uzV7jymgHElO8hXK8o=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Stormbringer178","@Stormbringer178","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxP2kF6rkN32-41Wi14AaABAg","she's so beautiful","9","","",""
"https://yt3.ggpht.com/7-h_UafeuUYM1Xk2ttCl5R7urUErgdVnaWtRpeqWFKUL0mYBTNS8bk-xr0cfHsh_Jmz36nUMFQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Hpe4ch","@Hpe4ch","3 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzVmlrslUhqidXxwst4AaABAg","These granola gangsters know how to make a cereal that really packs a crunch!","1","","",""
"https://yt3.ggpht.com/ytc/AIdro_m0hjAPd821jzEgIClXSNFHSbu-YQlSV6I-TRRUG2te8q2u=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@cturdo","@cturdo","5 months ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgyzDvs6Gkk0LC33n0J4AaABAg","Sisters' boyfriend","1","","",""
"https://yt3.ggpht.com/ytc/AIdro_mVrzNr06TKv7_4sEYtmbVgkIFjwVB_KrJfi4aDgyK64Do=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@nisnga147","@nisnga147","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugwt7WH2OVuNbmQN4kN4AaABAg","Who would have guessed that Kelly is gluten intolerant haha.... i think i am Kelly intolerant","2","","",""
"","https://www.youtube.com/@dawnsparks9207","@dawnsparks9207","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxDoOltgTr7wVmmilB4AaABAg&pp=0gcJCSIANpG00pGi","do the own spoon hot choc.","1","","",""
"","https://www.youtube.com/@Soogelle","@Soogelle","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgyBAi3mQW-rUhs6IqJ4AaABAg","Why are there so many creeps in this comment section lol","10","1 reply","1 reply","1 reply"
"","https://www.youtube.com/@lukelindley789","@lukelindley789","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgytNFwkvpMGk7OvYIx4AaABAg","Wonder what them two get upto in the stock room","1","","",""
"","https://www.youtube.com/@markferguson3745","@markferguson3745","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugz3scy7uSxpQY68RxN4AaABAg","One of the most tired, over serviced, product areas ,- ever.","2","","",""
"","https://www.youtube.com/@SoSo-li6dn","@SoSo-li6dn","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugw1EotO2lJdJHdssxZ4AaABAg","Banks dont loan to mates, dont loan to couples, and defo dont loan to a guy, and his girlfriends hotter sister.","1","","",""
"","https://www.youtube.com/@getin3949","@getin3949","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzYywnCeb0znaLk1zV4AaABAg","Their CUSTOMERS have several choices but the Dragons get blueberry, banana, almonds, yogurt. I'm sure someone doesn't like one or the other. I thought their customers had a choice of toppings?","1","","",""
"","https://www.youtube.com/@rylan.music.x","@rylan.music.x","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzcG6cnHjjswqKWgRR4AaABAg","Why handshake after a deal when you could SPOON.","1","","",""
"","https://www.youtube.com/@NaifDread","@NaifDread","4 years ago (edited)","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzsdS4IN_789hRUmHh4AaABAg","Jenny: I love the cereal, I came for the free water didn't expect breakfast too. however I don't like you degrading the beauty of kitchen spoons, of which I only have one. Therefore, I'm out.","2","","",""
"","https://www.youtube.com/@maggieb369","@maggieb369","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugwb51QW5OFJPndU0g14AaABAg","It’s nice breakfast food for people with too much money.","1","","",""
"","https://www.youtube.com/@bradleyhawkes7481","@bradleyhawkes7481","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugxa3X5XsG_vK8MTC5B4AaABAg","Piers has more rings than the Mandarin","1","","",""
"","https://www.youtube.com/@True-crime-tales101","@True-crime-tales101","3 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwEjLj7Mx004L3UmHd4AaABAg","Kelly you need a book lol","","","",""
"","https://www.youtube.com/@Arc-Trinity","@Arc-Trinity","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxA3H6pPfEUkH8sIkt4AaABAg","Annie is so pretty :3","1","","",""
"https://yt3.ggpht.com/ytc/AIdro_k3VwAbXW5qQMz5ZQa01fz6GS-OM7W9JXubnWunj9wqj4U=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Soogelle","@Soogelle","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgyBAi3mQW-rUhs6IqJ4AaABAg","Why are there so many creeps in this comment section lol","10","1 reply","1 reply","1 reply"
"https://yt3.ggpht.com/ytc/AIdro_mcvQ-tA1NITMikovnPy7_bLq2nL6hieKw0hR8san4=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@lukelindley789","@lukelindley789","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgytNFwkvpMGk7OvYIx4AaABAg","Wonder what them two get upto in the stock room","1","","",""
"https://yt3.ggpht.com/ytc/AIdro_mdT7ri5FTOZZKsChSIM6MBCfZCd67meyZUfpXhHSs=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@markferguson3745","@markferguson3745","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugz3scy7uSxpQY68RxN4AaABAg","One of the most tired, over serviced, product areas ,- ever.","2","","",""
"https://yt3.ggpht.com/pnot76mNclBtkkUEOYgmX1mFwFTHWR2P_39gHXXSSoIFedGtwcfzBh2W9_nZ40r6q_jUpx8N5hc=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@SoSo-li6dn","@SoSo-li6dn","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugw1EotO2lJdJHdssxZ4AaABAg","Banks dont loan to mates, dont loan to couples, and defo dont loan to a guy, and his girlfriends hotter sister.","1","","",""
"https://yt3.ggpht.com/ytc/AIdro_km_WNF63_TwOOObrqToXEm-hKQx6k4tj693AwujDsdqA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@getin3949","@getin3949","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzYywnCeb0znaLk1zV4AaABAg","Their CUSTOMERS have several choices but the Dragons get blueberry, banana, almonds, yogurt. I'm sure someone doesn't like one or the other. I thought their customers had a choice of toppings?","1","","",""
"https://yt3.ggpht.com/wf6YFEE1olnnqpJitBLUv3YqIwbhmCUFUdQG9PQa40dR15J6izw6fdNM7tUWt_hLXHDTqDZVrA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@rylan.music.x","@rylan.music.x","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzcG6cnHjjswqKWgRR4AaABAg","Why handshake after a deal when you could SPOON.","1","","",""
"https://yt3.ggpht.com/ytc/AIdro_koRtQTuIwjQ4FP3RZVg1uE66PaOdUeqFgH8lWkw-1bt37GjlJuRBJ7yTL7l5mFm3VeNQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@NaifDread","@NaifDread","4 years ago (edited)","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzsdS4IN_789hRUmHh4AaABAg","Jenny: I love the cereal, I came for the free water didn't expect breakfast too. however I don't like you degrading the beauty of kitchen spoons, of which I only have one. Therefore, I'm out.","2","","",""
"https://yt3.ggpht.com/ebRBMuZP9LGTwreShRjdgMM5NIy99_PLbvf5WHkB-jvZxATxASP7pP5Td6BVyl4P8DmE8OVq-PY=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@maggieb369","@maggieb369","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugwb51QW5OFJPndU0g14AaABAg","It’s nice breakfast food for people with too much money.","1","","",""
"https://yt3.ggpht.com/ytc/AIdro_l-sTb0TDAUjJSzXF0YMIxm-GPOSJ-JBJhTfq0RFjZ6wBnYWdvZDSMmBi5u9Ay9p1Dp1Q=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@bradleyhawkes7481","@bradleyhawkes7481","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugxa3X5XsG_vK8MTC5B4AaABAg","Piers has more rings than the Mandarin","1","","",""
"https://yt3.ggpht.com/wzIIZRiIKl7sRMIJt5puoHXp18D-VWNSuum0fLqmLMKYkIgdbkmItPA9u8wsud1VxHTT6fwtaw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@True-crime-tales101","@True-crime-tales101","3 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwEjLj7Mx004L3UmHd4AaABAg","Kelly you need a book lol","","","",""
"https://yt3.ggpht.com/iEfdB7mJKYzsKyDsjkfVdOT9iv0B9fNQanFTNRNuwKgq02SC44AzWoakaXwaefmB-fGe-kJW1g=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Arc-Trinity","@Arc-Trinity","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxA3H6pPfEUkH8sIkt4AaABAg","Annie is so pretty :3","1","","",""
"https://yt3.ggpht.com/ytc/AIdro_l7zMwGoZqLPCJC4BnfAwPg1hSQ_5gPeALY-Ow6__ufzts=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@ccggenius","@ccggenius","3 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugxah5GqjVw-UJelKgl4AaABAg","Spoon is a great name for a product.  It's fierce, like a battle cry that some big blue super hero might call out.","","","",""
"https://yt3.ggpht.com/ytc/AIdro_nkYTtRI4DwVgkVOQqBT0lawvuA2TlYwqPK0NWGc-GwzGg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@ScottOSaurus","@ScottOSaurus","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzFWAwEc3zTXtXHe9l4AaABAg","Hello dragons, and Kelly Hoppen","1","","",""
"https://yt3.ggpht.com/ytc/AIdro_lpd1b5DKyGWEOeav4kyeccB_6Y8FxDw8H_56kmJ4azZw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@NickTriantafillidis","@NickTriantafillidis","2 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzJDeAM4MSiMll-8IZ4AaABAg&pp=0gcJCSIANpG00pGi","We have this brand in Switzerland too!","","","",""
"https://yt3.ggpht.com/ytc/AIdro_lq_ys0z-F8TY71iMY238mtSI7xHTtIfK5xpj_ArOwQ_Y1a86jQgSV_wej4oKrByN5fYQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@devanman7920","@devanman7920","3 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxNG9g9226g8eX3nKl4AaABAg","I'd buy anything she's selling","1","","",""
"https://yt3.ggpht.com/vpXV0TMOOjmoPM8vUZ3NASsEhktjEGYw2M83M7E768xTvLP1Sa13OA5Q0K37PgMEctVbxA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Karina_F_7878","@Karina_F_7878","3 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwwEtFQFEvcpNSJrKd4AaABAg","The girl is so pretty!","1","","",""
"https://yt3.ggpht.com/ytc/AIdro_ns9ZWYBfXfMeAJmeq9u8DpfSnwC1lfNTVdrRVUC_Ei4g=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@magicemperor2420","@magicemperor2420","3 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxlwyLAAbH1r5Ph_FJ4AaABAg","My Spoon's too big.","","","",""
"https://yt3.ggpht.com/XmU8dOFWIH-33ohHiZoJzRZGjXzDKStjGhaxt9JDfphrQF5GCO_pmWr9X6JLkmTYBDo5Kxg0GA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@SimonGarethJones","@SimonGarethJones","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwZpOTst6qtW4C-IZJ4AaABAg","Good luck to them. Hope they make a success of it!","2","","",""
"https://yt3.ggpht.com/ytc/AIdro_mPma1tkWHArT1dHbnkIdj8IX5uD2gCiE3DQGwcrbc=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@sirnotmam7990","@sirnotmam7990","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugx0npKWGrkhvyV_ud94AaABAg","Update: the company still exists on their 2019 filling they've declared a minus £230k in capital and reserves, not so good uh?","1","","",""
"","https://www.youtube.com/@pjaine454","@pjaine454","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugy6Iq69x91n3vDOt7J4AaABAg","So they invested in this saturated competitive granola market but not in the Indian snacks business …  hmm","1","","",""
"","https://www.youtube.com/@andrecamilleri6503","@andrecamilleri6503","3 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzGG4rTJehb6stAyCB4AaABAg","I just came here to hear ""I'm out""","1","","",""
"","https://www.youtube.com/@MrPhilipn","@MrPhilipn","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwmRS9l5VX5dppPwYp4AaABAg","So I wonder how the tire cleaning guy is going now. And Shower Shuc.","","","",""
"","https://www.youtube.com/@edwardrinde783","@edwardrinde783","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwXJAHQqzFmJ18WNFp4AaABAg","Well deserved! What an amazing brand you got there","2","","",""
"","https://www.youtube.com/@MrSICK661","@MrSICK661","3 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwNurkXj0T_0CNVCWB4AaABAg","That’s exactly what I would’ve asked for.! Very well done","","","",""
"","https://www.youtube.com/@NottinghamAzn","@NottinghamAzn","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzyyQMj3oXYmN_ATW94AaABAg","Did they spoon after?","5","","",""
"","https://www.youtube.com/@darksidegirl","@darksidegirl","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugy8AJVqgEG6KcctV9h4AaABAg","The fun thing about these things is that nobody cares about the packaging or the waste. :-/  It's all big money.","","","",""
"","https://www.youtube.com/@callmedavid9696","@callmedavid9696","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwTYiE-wa8bcBcLBbh4AaABAg","Peter wants to invest in all the pretty girls....","1","","",""
"","https://www.youtube.com/@Cypher791","@Cypher791","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgxE7ZJxtFZJQZmH_4p4AaABAg","people be getting on the subway with a bowl of cornflakes now? O_O","","","",""
"","https://www.youtube.com/@CyberBeep_kenshi","@CyberBeep_kenshi","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzjolEHttgCziZ37454AaABAg","""There is no Jenny""","","","",""
"","https://www.youtube.com/@Adamsworld1234","@Adamsworld1234","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugyo_ri--bMqxFlAXBd4AaABAg","I like how they have progressed since","","","",""
"","https://www.youtube.com/@stephjovi","@stephjovi","3 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwjwtgzHGoHJAb3TWN4AaABAg","Healthy seriel called spoon? Reminds me of Magic Spoon","","","",""
"","https://www.youtube.com/@pjaine454","@pjaine454","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=Ugy6Iq69x91n3vDOt7J4AaABAg","So they invested in this saturated competitive granola market but not in the Indian snacks business …  hmm","1","","",""
"https://yt3.ggpht.com/ytc/AIdro_mmyZ09zywsgVb2tmZtsrw7s2lcDMAyl5hwvfBByaMhL0Y=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@andrecamilleri6503","@andrecamilleri6503","3 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgzGG4rTJehb6stAyCB4AaABAg","I just came here to hear ""I'm out""","1","","",""
"https://yt3.ggpht.com/ytc/AIdro_nt-VMv2ex5d88JOFrpbnbx-sbVIAthu3nfCMBywa5O3PA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@MrPhilipn","@MrPhilipn","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwmRS9l5VX5dppPwYp4AaABAg","So I wonder how the tire cleaning guy is going now. And Shower Shuc.","","","",""
"https://yt3.ggpht.com/ytc/AIdro_lK4F6YVD4nqY2L2FuZ3ShTk6n4fRk3yKcrY_fK0WA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@edwardrinde783","@edwardrinde783","4 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwXJAHQqzFmJ18WNFp4AaABAg","Well deserved! What an amazing brand you got there","2","","",""
"https://yt3.ggpht.com/ytc/AIdro_n4GZPdVbR0eMQIJcR4WktG1VKp0-NrKlUDzmdLhLxcFw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@MrSICK661","@MrSICK661","3 years ago","https://www.youtube.com/watch?v=EAXjODN-Rfg&lc=UgwNurkXj0T_0CNVCWB4AaABAg","That’s exactly what I would’ve asked for.! Very well done","","","",""
