"style-scope src","yt-simple-endpoint href","style-scope","Account name","yt-simple-endpoint href 2","yt-core-attributed-string","style-scope 2","yt-core-attributed-string 3","yt-core-attributed-string 4"
"","https://www.youtube.com/@davidkerrychubb1","@davidkerrychubb1","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgxrJTF5vzMYq_AP7Sh4AaABAg","My sister got a teddy bear for are mum made from my dads clothes when he passed away’ when I saw it it reminded me of him best wishes dave chubb","18","",""
"","https://www.youtube.com/@jamesdean0885","@jamesdean0885","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugy8Xy9QOsdyzflmBO14AaABAg","Tuka saying its niche, yeah but if I was a parent I would 100% buy two or three of these one with dads clothes, 1 mums and 1 baby clothes. A childhood toy like that is something you keep.
As an uncle I'm even wanting to buy these.","23","1 reply","1 reply"
"","https://www.youtube.com/@shy_sorai","@shy_sorai","5 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgyPivuzvkor85AIBD94AaABAg","Everyone wants Deborah or Peter for swag","59","2 replies","2 replies"
"","https://www.youtube.com/@ajinkyababar6072","@ajinkyababar6072","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgxHH31cAybef-28gtV4AaABAg","Perfect pitch and product. I would certainly buy shares of this company if they go public.","32","",""
"","https://www.youtube.com/@Wetlax11","@Wetlax11","4 years ago (edited)","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugykoyms43DXfprzIq14AaABAg","Not sure if this is the company( Unless they've made it over to the US by now) that my aunt used for me and my brothers and cousins when my grandpa passed . But she had a bear exactly like that made for each one of us out of some of his pajamas","8","",""
"","https://www.youtube.com/@thevan3293","@thevan3293","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgyMl2WHmNdOINRPO4R4AaABAg","@ those two ladies are in Perfect Sync with each other, the way in which they walk into the den. Their Body language says it all.","11","",""
"","https://www.youtube.com/@JimmyJayJunior","@JimmyJayJunior","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgwXfCCDeeuDijFfBF14AaABAg","What?!?!?! Debs couldn't have cared less about it. Shes cold. Nick was the best choice. Sarah a close second","58","1 reply","1 reply"
"","https://www.youtube.com/@ka2875","@ka2875","5 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgyneuGRQCfJrSr1BCd4AaABAg","I liked the idea a lot, that was so impressive!","30","",""
"","https://www.youtube.com/@Joesharpp","@Joesharpp","5 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgxQKf_5gMbYGpvrvgl4AaABAg","Bet nick was pissed","11","",""
"","https://www.youtube.com/@montelvontaviouspore","@montelvontaviouspore","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugy3VnvTmoGm7H4YJ6N4AaABAg","Deborah 'Talk to the wall' Meadon","19","",""
"https://yt3.ggpht.com/3LQxuCl9-HeOhOTe82Xzs5lg0KF6ZaXnawhvaQt3aNOhXE9d3W_xInskVCoorA3PLBP8xOCS=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@inthemouthofmadness5910","@inthemouthofmadness5910","3 years ago (edited)","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgxUgUOWGveAYjbQFad4AaABAg","This is perhaps my favorite product and pitch on Dragon's Den.","20","",""
"https://yt3.ggpht.com/-v-pY_dfuD07EdV-xJhVzO7f97Kl0laSkYDj19Pg5ivHT3lVy9xCENxnlzIvz-zkQCSpTNDgpA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@drawingleonardo","@drawingleonardo","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgyTBzfVTi19EMNHMCh4AaABAg","I love how Peter always tries to find excuses to call himself out when he knows that on that particular occasion it would be too tough for him to win a deal.","63","",""
"https://yt3.ggpht.com/ytc/AIdro_kwVaeAkB5W4X-lBksN6WZm5STf5BYZgfYGwtziFoYJxqM=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@RohitPant04","@RohitPant04","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugyh1upJSRCZKF59Ps94AaABAg","Sarah has a smile capable of brightening a room as dull as the one DD is shot in.
Really nice of her to give a good smile to everyone coming in!","83","2 replies","2 replies"
"https://yt3.ggpht.com/ytc/AIdro_n5Ekl26Yc8ALaU8p_UVyzqTRfKSArN0LL_gJAYgw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@davidkerrychubb1","@davidkerrychubb1","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgxrJTF5vzMYq_AP7Sh4AaABAg","My sister got a teddy bear for are mum made from my dads clothes when he passed away’ when I saw it it reminded me of him best wishes dave chubb","18","",""
"https://yt3.ggpht.com/OG6xqsu3nuJYZNwAXaoz7ff53GrwDtGYjzksg7Pn0UkfI71dxl0zsZ5B6Rvh-SRYLlUaQfqy=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@jamesdean0885","@jamesdean0885","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugy8Xy9QOsdyzflmBO14AaABAg","Tuka saying its niche, yeah but if I was a parent I would 100% buy two or three of these one with dads clothes, 1 mums and 1 baby clothes. A childhood toy like that is something you keep.
As an uncle I'm even wanting to buy these.","23","1 reply","1 reply"
"https://yt3.ggpht.com/7I4Qi-nNdNjOQiDWQ8gA_KAmrWYFJptte30dxzr1SP9AggtySUol-tOi8TOofRRmU2FAfsvmgnM=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@shy_sorai","@shy_sorai","5 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgyPivuzvkor85AIBD94AaABAg","Everyone wants Deborah or Peter for swag","59","2 replies","2 replies"
"https://yt3.ggpht.com/ytc/AIdro_mdH5mcTcrneVEaXpCsnuXBVAwnvQ9HwPS11Ch-cSg0Uvk=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@ajinkyababar6072","@ajinkyababar6072","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgxHH31cAybef-28gtV4AaABAg","Perfect pitch and product. I would certainly buy shares of this company if they go public.","32","",""
"https://yt3.ggpht.com/ytc/AIdro_kJBp2hZtiNuksVTqr6GrLVx-xhW4YLF176m27DzJEz7g=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@thevan3293","@thevan3293","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgyMl2WHmNdOINRPO4R4AaABAg","@ those two ladies are in Perfect Sync with each other, the way in which they walk into the den. Their Body language says it all.","11","",""
"https://yt3.ggpht.com/ytc/AIdro_kU1jR_FYeukSN8Gd3_wbQOnIggU4Y168qUTMutTbQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@JimmyJayJunior","@JimmyJayJunior","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgwXfCCDeeuDijFfBF14AaABAg","What?!?!?! Debs couldn't have cared less about it. Shes cold. Nick was the best choice. Sarah a close second","58","1 reply","1 reply"
"https://yt3.ggpht.com/ytc/AIdro_lRumUf1JPEHvjLOks-XoYa67U16s0Z0VwSrGPiqB2ZOKr6=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@ka2875","@ka2875","5 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgyneuGRQCfJrSr1BCd4AaABAg","I liked the idea a lot, that was so impressive!","30","",""
"https://yt3.ggpht.com/w0bP_6vJB5uPS9izhYlFLiNN3eVK-FD90Vi-r5oOXxez6Dr8L-Ezs_JfMaRIDVPcg1HRCppo3w=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Joesharpp","@Joesharpp","5 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgxQKf_5gMbYGpvrvgl4AaABAg","Bet nick was pissed","11","",""
"https://yt3.ggpht.com/ytc/AIdro_n7oiER8X7SDQCwmntIQOrI4-xz8coEyDQ0UVo1SqMeAA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@montelvontaviouspore","@montelvontaviouspore","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugy3VnvTmoGm7H4YJ6N4AaABAg","Deborah 'Talk to the wall' Meadon","19","",""
"https://yt3.ggpht.com/ytc/AIdro_m1_Y4k6zhdirwx7_g5uu1jaVPITDYzfmsEBZNRgnHL6SAio24fm-cgmIM0yDmz8QUd6Q=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@dannyboyspain1","@dannyboyspain1","3 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgxomQiUqnsNHD7pX9R4AaABAg","WOW I hope these two women make it big time, they seem lovely.","12","",""
"https://yt3.ggpht.com/ytc/AIdro_mKqvoUvoq_F2jUTWij04c9aShDT6Miezz8uLfOmKI1wsg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@macioluko9484","@macioluko9484","2 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugye6fVgw5ibYvAcxiR4AaABAg","The power of valuing your business properly!","4","",""
"https://yt3.ggpht.com/bcSDLRGVmcAzYm8tv5pfp-kCHPXZbzjs0gcWHaOPyw-GYmSUVfAhhnZaQrYqI111yugqk16Jxg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@RuffRyder2011","@RuffRyder2011","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgwcYgB1wb9wp3N3OKZ4AaABAg","Toukers like it's ain't worth my while 
(I don't get out of bed for 5 %)","6","",""
"https://yt3.ggpht.com/ytc/AIdro_nNRkTDXEqn6XGtAJY3i0G1hlwkKNmaYLFi72-HpCigNFk=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Cloud__ffvii","@Cloud__ffvii","5 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgzgLo4RQrjTpzT7piV4AaABAg","Nick was always my favourite Dragon","14","",""
"https://yt3.ggpht.com/WRWXBUUZdRU-20KPPZMqQwU6OEKGRWfvrbG4x52E71izHyOFBHHZpzD-npHvJw89eqPEcpDFkYg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Itsrorythough","@Itsrorythough","5 years ago (edited)","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgyYH4etqfthi5h_PfB4AaABAg","Enjoyed this one and I love Debs, but I think I’d have taken Nicks hand off. His business would’ve paired with this like cone and flake.","20","",""
"https://yt3.ggpht.com/ytc/AIdro_nlvie0piaoQx-fzLJDiy8wPGKeJueT0MYQ7uMIelMb-w=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@mathiuseden9605","@mathiuseden9605","5 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgzI7PUaDsFAzM0_4m54AaABAg","We all know if Deborah didn't go 10% the others would've knocked an extra 10 on","73","1 reply","1 reply"
"https://yt3.ggpht.com/t8k8I-KhiQsyS0y33QIh6GrVUK9HK259Oy-PzD34iRPdIQnsZPCMNIo2agTzGVpGiA2wS_LT=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@AGAMEOFTWOHALVESSS","@AGAMEOFTWOHALVESSS","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugw0SLA1AnMPZFQ01pV4AaABAg","Wish I had something made from my grandad clothes","4","",""
"https://yt3.ggpht.com/ytc/AIdro_mkAiNZhbRRbxKabhRoma3rFwkxfKeOmKcN5tniSqYjuQix=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@rosaborian","@rosaborian","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugz1tp9Tj0qDaS6nxS94AaABAg","these business can grow ,they can also sell personalized baby clothes","6","",""
"","https://www.youtube.com/@joelthomastr","@joelthomastr","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugxd9jx2tFgc1obPRfB4AaABAg","Peter sees big buts and he cannot lie","3","",""
"","https://www.youtube.com/@alexajones2331","@alexajones2331","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugz5jzRzvcHYM1BuKqp4AaABAg","This idea isn’t a new idea my grandma did this with her mother old night dress but made a small dress for her doll with it","2","",""
"","https://www.youtube.com/@DavinaMealoha","@DavinaMealoha","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugz7LeXZFHHk5gv1QCh4AaABAg","Peter is holding the monkey like a baby on his lap.  Cool idea though... Good job!","3","",""
"","https://www.youtube.com/@CollinDavis","@CollinDavis","5 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgzkQHBBTGINllGTirF4AaABAg","I thought Nick was the perfect choice for something like this.","176","13 replies","13 replies"
"","https://www.youtube.com/@KJ_2020","@KJ_2020","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgwbnrxXOwhEgQpS-RV4AaABAg","I'm going to send them my most experienced underwear to make a nice keepsake for the missus","22","2 replies","2 replies"
"","https://www.youtube.com/@blueheart2020","@blueheart2020","3 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgxF2f7LYcFNyY-Etg94AaABAg","Human hearts can break your heart, in such a good way.","2","",""
"","https://www.youtube.com/@josefrobinson5890","@josefrobinson5890","5 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgyMEU3MEy-3SAYvzn94AaABAg","Very humbling pitch and a sturdy business, quite surprised they didn’t choose nick though","8","",""
"","https://www.youtube.com/@terranceparsons5185","@terranceparsons5185","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgyTOyb_X8pG227PTC14AaABAg","Den rules.  If Peter makes an offer take it.  If he doesn't but Deborah does take it. Any one else, take reluctantly.  Doesn't matter if they are not the right dragon.","4","",""
"","https://www.youtube.com/@altinplaku9357","@altinplaku9357","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugw7jyF2XEGgQUrzWWt4AaABAg","Really beautiful idea and they are very good at it.","7","",""
"","https://www.youtube.com/@eliseanna6561","@eliseanna6561","5 years ago (edited)","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgwxXOwgEjlQBKE0tJZ4AaABAg","SOS. I just realized I've watched every dragons den clip there is. I won't start about how long or actually short it took me lol. I've had an operation and most of the time in bed ever since. Dragons den saved me, but now I've have to wait on an upload every time..","41","9 replies","9 replies"
"","https://www.youtube.com/@jamesjohno1180","@jamesjohno1180","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugx2OCngDuZUKCyti4V4AaABAg","Pizza jones* why does the narrator call him pizza jones? Listen and tell me that’s not what he’s calling him lol","1","",""
"","https://www.youtube.com/@mustafakhaliqi4934","@mustafakhaliqi4934","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugxr1Kova5QO1wExbGR4AaABAg","Why I’m so emotional . Or maybe I’m from Afghanistan and missed my love one.","5","1 reply","1 reply"
"https://yt3.ggpht.com/ytc/AIdro_njVoKBvBFXZnw-o6dd-5RvIUge0W7de6nkDNfmdiaxcoI=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@alexajones2331","@alexajones2331","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugz5jzRzvcHYM1BuKqp4AaABAg","This idea isn’t a new idea my grandma did this with her mother old night dress but made a small dress for her doll with it","2","",""
"https://yt3.ggpht.com/ytc/AIdro_lJ31SJidTwKpf1G7mW7C9zwfShgIwD_skHX5soMvvPyI8=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@DavinaMealoha","@DavinaMealoha","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugz7LeXZFHHk5gv1QCh4AaABAg","Peter is holding the monkey like a baby on his lap.  Cool idea though... Good job!","3","",""
"https://yt3.ggpht.com/ytc/AIdro_lGmbKWpLvrlrGGzxjv9sDhk_F-XsWMgfrZyuM3rRt5lSw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@CollinDavis","@CollinDavis","5 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgzkQHBBTGINllGTirF4AaABAg","I thought Nick was the perfect choice for something like this.","176","13 replies","13 replies"
"https://yt3.ggpht.com/ytc/AIdro_l755Dh6yD2c2qUmPamLg70SoaTNXLNnnzTBCZdeA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@KJ_2020","@KJ_2020","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgwbnrxXOwhEgQpS-RV4AaABAg","I'm going to send them my most experienced underwear to make a nice keepsake for the missus","22","2 replies","2 replies"
"https://yt3.ggpht.com/QOc228enKJD53VD25kPXvDhtf5Zz6Ew0S89mKP_NSTwqL18XKLUyn_m9TAzzJx3soxZlxbj_=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@blueheart2020","@blueheart2020","3 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgxF2f7LYcFNyY-Etg94AaABAg","Human hearts can break your heart, in such a good way.","2","",""
"https://yt3.ggpht.com/ytc/AIdro_nWfRnPIysMA3-ew6YucdD46kaGpfgahYJAn21IoEAPBeo=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@josefrobinson5890","@josefrobinson5890","5 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgyMEU3MEy-3SAYvzn94AaABAg","Very humbling pitch and a sturdy business, quite surprised they didn’t choose nick though","8","",""
"https://yt3.ggpht.com/ytc/AIdro_mDDMnP7LfmwZOQMMzCwuBHSOUT-7yVo1wtrzSkE6c=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@terranceparsons5185","@terranceparsons5185","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgyTOyb_X8pG227PTC14AaABAg","Den rules.  If Peter makes an offer take it.  If he doesn't but Deborah does take it. Any one else, take reluctantly.  Doesn't matter if they are not the right dragon.","4","",""
"https://yt3.ggpht.com/ytc/AIdro_ljLpAI2LUomFKpYWsWcY3lrEm7UGG0IA7jyviEMHg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@altinplaku9357","@altinplaku9357","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugw7jyF2XEGgQUrzWWt4AaABAg","Really beautiful idea and they are very good at it.","7","",""
"https://yt3.ggpht.com/lQtbZiozLWOOoAibOyvjWbT-w7pozmaysQUMkITpXwkuPtxuKbupcQatsVY_vaWIBejOIuMRhMA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@jamesjohno1180","@jamesjohno1180","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugx2OCngDuZUKCyti4V4AaABAg","Pizza jones* why does the narrator call him pizza jones? Listen and tell me that’s not what he’s calling him lol","1","",""
"https://yt3.ggpht.com/ytc/AIdro_mopoR1Qug1q8uE_J5me8xEQUfGoHDwJh_Hd31Usws=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@mustafakhaliqi4934","@mustafakhaliqi4934","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugxr1Kova5QO1wExbGR4AaABAg","Why I’m so emotional . Or maybe I’m from Afghanistan and missed my love one.","5","1 reply","1 reply"
"https://yt3.ggpht.com/ytc/AIdro_ndcvfGMjJ5N0T9FGGljlW0MIasnhQ51n8SqWws3I87BZNWS8mHL02lh20MpWB32TlN3A=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@human1414","@human1414","3 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugy1RRnGN_5br4ZQ5G14AaABAg","love the editing with the music","1","",""
"https://yt3.ggpht.com/xEV38x78BTl-Y9il4T83BR-wkUbKJeIFtNELfAdHVJFi_JnE2U-CglIXVPgAhe4JoKqbsVj2=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@matamorostexas7238","@matamorostexas7238","3 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugweft7wbPQNckHp-854AaABAg","The music when touker starts talking lmaoooo calm downnn","","",""
"https://yt3.ggpht.com/ytc/AIdro_kavEWHT38cORBpoN8zfe2ifPMiyDqEE4z5wO-pKL5jbQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@maxechendu6693","@maxechendu6693","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgyqtZlq0MkzWm4IxqN4AaABAg","Nick would have made more sense tbh.","5","",""
"https://yt3.ggpht.com/ytc/AIdro_kcgI9qpGL0UmfqfjJ15guTOspfIcXqqVlpnsS3oSo=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@jakecooper5855","@jakecooper5855","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugzynm32Fio-ktTJ8sB4AaABAg","I'm sure these guys would have had a ceiling around 20% that they would have considered, they should have offered Nick & Sarah both 10% each, bringing in 100k for the business and the potential to really explode.","8","",""
"https://yt3.ggpht.com/ytc/AIdro_kIJNtYpZNqRXPoJdJJ0y_tKnUl7nKTGukyA_3q4g8=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@TheLoneTerran","@TheLoneTerran","3 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgzDq-47JGr9zo2sUnJ4AaABAg","I didn't know I was still able to feel this...warmly to people and their situations. The sentimental value hit me like a wall.","3","1 reply","1 reply"
"","https://www.youtube.com/@DarkSektori","@DarkSektori","3 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugz2za_MOftsSYEE5O54AaABAg","Very unusual idea, but creative as well, much respect goes to those women.","1","",""
"","https://www.youtube.com/@aaronblackburn1072","@aaronblackburn1072","5 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgzQm1JLM3zlmtiwOoV4AaABAg","4x roas, saved you the watch","4","",""
"","https://www.youtube.com/@shanefoy9627","@shanefoy9627","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgxQxy0B6q5P0rXXKJZ4AaABAg","Don't get that decision Deborah is awesome she's my personal favourite dragon but in this case nick would of done wonder's with that business","4","",""
"","https://www.youtube.com/@I-am-Dennis-Rodman","@I-am-Dennis-Rodman","5 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugx34EZv8MOxSiHsl1d4AaABAg","Meal deal crew on stand-by","37","6 replies","6 replies"
"","https://www.youtube.com/@cheemus1275","@cheemus1275","4 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgyNaLzvZUJbvS7jPnh4AaABAg","Jenny would have offered 95% equity, just to ensure she got rejected, so she could declare herself OUT","1","",""
"","https://www.youtube.com/@marks6663","@marks6663","5 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=Ugx_tmH_SRcdyhMSJGp4AaABAg","talk to the wall? Debbie, that is what you say when there is one person presenting. IF there is more than one, they can talk to each other. No need to talk to a wall.","24","4 replies","4 replies"
"","https://www.youtube.com/@FF_Talk_","@FF_Talk_","5 years ago","https://www.youtube.com/watch?v=vJ54-Q1_-qA&lc=UgyQhambYifTl67HeAV4AaABAg","I just had to sit through 4 YouTube adds just to listen to them talk about Facebook adds","4","",""
